"No","Ch1","Ch2","Ch3","Ch4"
152,0.195345878601074,0.267248421907425,0.243501201272011,0.293904542922974
154,0.100237965583801,0.267822593450546,0.498896598815918,0.133042842149734
156,0.0163996070623398,0.69227522611618,0.200924813747406,0.0904003232717514
159,0.509425699710846,0.168243780732155,0.107337348163128,0.214993163943291
168,0.0704038366675377,0.33556991815567,0.222056493163109,0.371969759464264
176,0.269041419029236,0.428040027618408,0.172373428940773,0.130545154213905
185,0.313812702894211,0.271227985620499,0.212185233831406,0.202774092555046
205,0.404271841049194,0.0758238285779953,0.427185148000717,0.0927192345261574
208,0.168938726186752,0.468838423490524,0.116946615278721,0.245276242494583
209,0.402085572481155,0.0321822948753834,0.487941414117813,0.077790729701519
210,0.135652929544449,0.233226791024208,0.276994198560715,0.35412609577179
213,0.0413517020642757,0.238051056861877,0.386004626750946,0.334592580795288
215,0.488531738519669,0.056504350155592,0.0731227546930313,0.38184118270874
218,0.117446310818195,0.0280709005892277,0.028825456276536,0.825657308101654
221,0.168605178594589,0.0607080906629562,0.516063690185547,0.254623055458069
234,0.266878962516785,0.0469557233154774,0.188582390546799,0.497582912445068
237,0.0581866689026356,0.266165286302567,0.0386645868420601,0.636983454227448
238,0.0626955851912498,0.102890819311142,0.557387948036194,0.277025640010834
239,0.138018637895584,0.0416919365525246,0.529871702194214,0.290417730808258
250,0.0895745605230331,0.204241201281548,0.618111252784729,0.0880730077624321
254,0.333283573389053,0.397389620542526,0.100426539778709,0.168900310993195
255,0.0313472859561443,0.346780925989151,0.223826959729195,0.398044794797897
257,0.106763325631618,0.0894193798303604,0.621293127536774,0.182524129748344
267,0.0876521915197372,0.309790045022964,0.44353774189949,0.159020066261292
270,0.194027572870255,0.260316550731659,0.113453768193722,0.432202160358429
271,0.244685024023056,0.598945319652557,0.104616589844227,0.0517530329525471
278,0.118712335824966,0.696444809436798,0.104642741382122,0.0802001431584358
280,0.286086946725845,0.120233759284019,0.126267865300179,0.467411458492279
281,0.488174617290497,0.0981754064559937,0.0771871581673622,0.336462795734406
282,0.0934187844395638,0.140328422188759,0.397541135549545,0.368711680173874
288,0.328131556510925,0.104874983429909,0.308569580316544,0.258423864841461
290,0.159819513559341,0.342144548892975,0.174115508794785,0.323920428752899
293,0.299212098121643,0.140151545405388,0.174755424261093,0.385880917310715
294,0.288626462221146,0.237350404262543,0.0907221063971519,0.383301019668579
295,0.328216522932053,0.252030730247498,0.0757642686367035,0.343988448381424
299,0.164682239294052,0.458677768707275,0.281448513269424,0.095191515982151
301,0.0390817150473595,0.21541140973568,0.617028772830963,0.12847812473774
304,0.237440586090088,0.059830978512764,0.244947671890259,0.457780748605728
307,0.301251173019409,0.454395949840546,0.10661855340004,0.137734308838844
308,0.315537750720978,0.24397049844265,0.062197420746088,0.378294289112091
310,0.25425785779953,0.133919924497604,0.517084360122681,0.0947378948330879
317,0.477081716060638,0.261022835969925,0.0946454405784607,0.167249977588654
318,0.0689205974340439,0.677860677242279,0.0976484417915344,0.15557025372982
319,0.0262080617249012,0.530492663383484,0.0513124763965607,0.391986757516861
324,0.074527308344841,0.461656957864761,0.242388054728508,0.221427619457245
329,0.39715775847435,0.0492438338696957,0.245327726006508,0.308270692825317
336,0.0460296794772148,0.283441096544266,0.248934030532837,0.42159515619278
337,0.130637377500534,0.0596102587878704,0.593795299530029,0.215957090258598
339,0.127353727817535,0.384939700365067,0.317645490169525,0.170061096549034
344,0.214631706476212,0.103531397879124,0.52638965845108,0.15544718503952
347,0.0950815975666046,0.338745534420013,0.207299709320068,0.358873188495636
351,0.198629379272461,0.326507747173309,0.154521301388741,0.320341557264328
353,0.187096267938614,0.139378234744072,0.405395328998566,0.26813018321991
363,0.172326385974884,0.118186794221401,0.184999331831932,0.524487495422363
364,0.18652606010437,0.110434740781784,0.650760114192963,0.0522790625691414
366,0.152849152684212,0.212909653782845,0.579243063926697,0.0549980998039246
369,0.137925863265991,0.175598368048668,0.531065702438354,0.155410066246986
370,0.316188454627991,0.0800611525774002,0.102091699838638,0.501658737659454
388,0.288092195987701,0.377080172300339,0.116251341998577,0.218576297163963
390,0.15998338162899,0.479701817035675,0.148327678442001,0.211987137794495
393,0.122278802096844,0.543382227420807,0.0670304298400879,0.267308533191681
399,0.167299047112465,0.427777200937271,0.144268438220024,0.260655343532562
401,0.289764851331711,0.03702437505126,0.324436217546463,0.348774582147598
403,0.0427574217319489,0.627826929092407,0.0231103487312794,0.306305259466171
405,0.021364526823163,0.296495229005814,0.122783146798611,0.559357047080994
409,0.0564230866730213,0.315326809883118,0.0303636062890291,0.597886502742767
419,0.503652155399323,0.219347447156906,0.146006867289543,0.130993530154228
425,0.227362021803856,0.394409269094467,0.0998827069997787,0.278346031904221
426,0.0951962918043137,0.647224068641663,0.0501040033996105,0.207475692033768
427,0.131369203329086,0.694048464298248,0.138829588890076,0.03575274720788
429,0.495359271764755,0.193836718797684,0.0977016910910606,0.213102355599403
430,0.161611124873161,0.179977685213089,0.382311642169952,0.276099503040314
432,0.311860293149948,0.271505922079086,0.136665850877762,0.279967874288559
438,0.287677884101868,0.0957512930035591,0.118966646492481,0.497604161500931
439,0.160525962710381,0.0304774474352598,0.217503488063812,0.59149307012558
443,0.0811988785862923,0.198890075087547,0.0480987094342709,0.671812355518341
448,0.0363664217293262,0.0374150574207306,0.656651318073273,0.2695671916008
461,0.406915277242661,0.218008726835251,0.127753913402557,0.247322082519531
465,0.136301875114441,0.0634696558117867,0.224510163068771,0.575718343257904
468,0.253398537635803,0.0498786121606827,0.186486124992371,0.510236740112305
475,0.0375379584729671,0.185358539223671,0.651550948619843,0.125552535057068
482,0.0817768350243568,0.0798715129494667,0.155096903443336,0.683254778385162
491,0.0456345789134502,0.110899306833744,0.266625463962555,0.57684063911438
494,0.287310928106308,0.0467194952070713,0.0446061976253986,0.621363341808319
510,0.0718880891799927,0.221934765577316,0.0371330454945564,0.669044077396393
521,0.0379253700375557,0.701974809169769,0.164610534906387,0.0954892784357071
526,0.0722671672701836,0.0627278834581375,0.546488881111145,0.318516105413437
534,0.114746131002903,0.546299695968628,0.217882454395294,0.121071733534336
543,0.0849153399467468,0.563750088214874,0.217912226915359,0.133422389626503
553,0.192092269659042,0.296983599662781,0.242904454469681,0.268019676208496
563,0.0791279599070549,0.206630364060402,0.224797055125237,0.489444613456726
573,0.036929652094841,0.151615485548973,0.769498229026794,0.0419566705822945
584,0.176467522978783,0.0444304123520851,0.674043893814087,0.105058148503304
587,0.466776937246323,0.0321913324296474,0.139014482498169,0.362017273902893
588,0.0828701853752136,0.0381235517561436,0.0622564740478992,0.816749751567841
591,0.412999749183655,0.361856907606125,0.168790981173515,0.0563523732125759
600,0.0652731359004974,0.786278426647186,0.0758831053972244,0.0725653469562531
615,0.0962967053055763,0.317477524280548,0.113728478550911,0.472497344017029
620,0.115660697221756,0.382593989372253,0.315831899642944,0.185913443565369
632,0.061346497386694,0.119158387184143,0.401068150997162,0.418426960706711
634,0.15305595099926,0.584742486476898,0.146921053528786,0.115280538797379
646,0.193304151296616,0.0954829230904579,0.0770220756530762,0.634190797805786
647,0.340342104434967,0.209717720746994,0.366027295589447,0.0839128866791725
650,0.330255091190338,0.421252012252808,0.050806924700737,0.197685912251472
656,0.499129444360733,0.0558899976313114,0.148366540670395,0.296614021062851
660,0.732300162315369,0.0782553404569626,0.125698804855347,0.0637457594275475
669,0.206304460763931,0.269671201705933,0.140178874135017,0.383845418691635
673,0.113301940262318,0.0154792023822665,0.0278722271323204,0.843346655368805
677,0.112741649150848,0.457541197538376,0.216653093695641,0.213064044713974
678,0.322582602500916,0.0293552298098803,0.0936452597379684,0.55441689491272
681,0.15837886929512,0.0881160870194435,0.55927836894989,0.194226652383804
689,0.279771000146866,0.205412119626999,0.17289125919342,0.341925621032715
692,0.18185792863369,0.522792875766754,0.143162429332733,0.152186781167984
693,0.214491426944733,0.236849218606949,0.246559426188469,0.302099913358688
694,0.211884528398514,0.468304991722107,0.139966025948524,0.17984439432621
701,0.078910231590271,0.387473970651627,0.0795557945966721,0.454059958457947
709,0.174839034676552,0.118858426809311,0.49741142988205,0.208891108632088
723,0.236440315842628,0.487483471632004,0.0861996412277222,0.189876571297646
724,0.306360453367233,0.412632167339325,0.0652758032083511,0.215731605887413
725,0.232902854681015,0.192969724535942,0.337263405323029,0.236864030361176
729,0.17503434419632,0.477042704820633,0.0868047997355461,0.261118203401566
733,0.0839462578296661,0.21812541782856,0.356465756893158,0.341462582349777
734,0.100893251597881,0.441031724214554,0.208556845784187,0.249518156051636
735,0.355113923549652,0.0675783082842827,0.266243904829025,0.311063855886459
739,0.0571285374462605,0.658809900283813,0.0778745412826538,0.206187054514885
743,0.272104054689407,0.12867471575737,0.200640916824341,0.398580312728882
748,0.470193058252335,0.192317128181458,0.0250619221478701,0.312427848577499
750,0.0596595965325832,0.150473341345787,0.636650264263153,0.153216809034348
753,0.0462651811540127,0.180022358894348,0.052732277661562,0.720980167388916
759,0.462080776691437,0.0737756788730621,0.212368980050087,0.251774549484253
761,0.117827244102955,0.605288803577423,0.14794348180294,0.12894044816494
764,0.168356195092201,0.337087482213974,0.317987710237503,0.176568582653999
767,0.0567367188632488,0.521868944168091,0.226568982005119,0.194825381040573
769,0.236440092325211,0.0336993336677551,0.260013669729233,0.469846844673157
773,0.433485478162766,0.0525602027773857,0.0961542949080467,0.417800009250641
780,0.468082845211029,0.363698542118073,0.116748832166195,0.0514698177576065
782,0.128101140260696,0.0755352452397346,0.706291258335114,0.0900723114609718
783,0.0968683660030365,0.182273671030998,0.228199824690819,0.492658108472824
791,0.129849255084991,0.629568159580231,0.0774613469839096,0.163121193647385
794,0.609622299671173,0.152775958180428,0.108624584972858,0.128977105021477
797,0.0928174555301666,0.109133817255497,0.413783460855484,0.384265303611755
805,0.671694695949554,0.0471968166530132,0.0572034865617752,0.223904952406883
806,0.0599168501794338,0.380311965942383,0.275964170694351,0.283806979656219
814,0.126009538769722,0.211949959397316,0.180198952555656,0.481841504573822
825,0.461861580610275,0.198883950710297,0.0410185530781746,0.298235893249512
826,0.203450202941895,0.0534510239958763,0.0946314856410027,0.648467302322388
827,0.371092408895493,0.0663540437817574,0.206441536545753,0.356111943721771
842,0.41066712141037,0.0702313780784607,0.195337772369385,0.323763728141785
844,0.567656636238098,0.114122919738293,0.109425373375416,0.208795100450516
846,0.0525622628629208,0.121952444314957,0.464334934949875,0.361150324344635
847,0.0667650252580643,0.437282681465149,0.171152174472809,0.324800103902817
851,0.341136813163757,0.257503926753998,0.180270418524742,0.221088886260986
856,0.053605429828167,0.340787500143051,0.170053288340569,0.435553729534149
857,0.525932013988495,0.283688247203827,0.104468367993832,0.0859114155173302
858,0.129574865102768,0.411606997251511,0.13559253513813,0.323225647211075
866,0.0357979349792004,0.357460528612137,0.110693834722042,0.496047645807266
869,0.202493265271187,0.0597313567996025,0.0741355493664742,0.663639843463898
892,0.146192446351051,0.197086215019226,0.291007429361343,0.365713894367218
895,0.0307026114314795,0.348220407962799,0.365463823080063,0.25561311841011
900,0.284641951322556,0.229865178465843,0.0278967451304197,0.457596153020859
901,0.102059565484524,0.267783403396606,0.0407534278929234,0.589403629302979
902,0.326091766357422,0.049021665006876,0.369608581066132,0.255277991294861
903,0.0809494629502296,0.0214707460254431,0.688836336135864,0.208743438124657
905,0.0536187402904034,0.217522621154785,0.200630769133568,0.528227865695953
907,0.712454259395599,0.0329244509339333,0.0766675770282745,0.177953749895096
908,0.0627679899334908,0.542418360710144,0.0431160740554333,0.351697534322739
921,0.0492493994534016,0.337489902973175,0.471341878175735,0.141918867826462
924,0.526223301887512,0.101845286786556,0.217467322945595,0.154464095830917
931,0.661726534366608,0.084653228521347,0.152172982692719,0.101447224617004
939,0.557834208011627,0.21867236495018,0.0442754328250885,0.179217979311943
953,0.28470242023468,0.0366794690489769,0.31304919719696,0.365568935871124
954,0.0804316699504852,0.31915345788002,0.0495571047067642,0.550857782363892
956,0.65351402759552,0.0293455291539431,0.0228544399142265,0.294286012649536
959,0.0799002200365067,0.118332147598267,0.0436428338289261,0.758124768733978
963,0.594685077667236,0.0400678254663944,0.104251839220524,0.260995239019394
966,0.095883384346962,0.0440277568995953,0.393812119960785,0.46627676486969
969,0.0469611212611198,0.163512647151947,0.0195833556354046,0.769942879676819
973,0.275698691606522,0.263654321432114,0.0520799569785595,0.408567100763321
974,0.0732396319508553,0.333861380815506,0.111012563109398,0.481886386871338
975,0.0776261985301971,0.153677359223366,0.189373046159744,0.579323410987854
977,0.212554693222046,0.0366101861000061,0.100782819092274,0.650052309036255
980,0.0401929654181004,0.290852278470993,0.137228861451149,0.531725883483887
981,0.185379356145859,0.50475537776947,0.0436228401958942,0.266242474317551
991,0.042678739875555,0.169079393148422,0.580360174179077,0.2078817486763
995,0.224758610129356,0.146612986922264,0.2506263256073,0.378002047538757
999,0.0284685641527176,0.0440917760133743,0.108581908047199,0.818857729434967
1004,0.0192648451775312,0.0770402178168297,0.43393549323082,0.469759374856949
1005,0.390908896923065,0.0251950230449438,0.0940657705068588,0.489830285310745
1010,0.143318429589272,0.210521087050438,0.0465509928762913,0.599609553813934
1011,0.743211090564728,0.0230432264506817,0.0395347811281681,0.194210886955261
1016,0.296654611825943,0.0250072609633207,0.406087398529053,0.272250711917877
1018,0.241912320256233,0.063011035323143,0.110412918031216,0.584663689136505
1021,0.0602467991411686,0.662321805953979,0.0358519107103348,0.241579473018646
1025,0.121665075421333,0.0513836294412613,0.287802845239639,0.539148449897766
1026,0.0339616760611534,0.0295317750424147,0.34619003534317,0.590316474437714
1028,0.0658114850521088,0.0966188013553619,0.520431816577911,0.31713792681694
1032,0.358175307512283,0.0850700289011002,0.169186756014824,0.387567937374115
1033,0.334711223840714,0.0221071764826775,0.120074369013309,0.5231072306633
1046,0.198564425110817,0.31214302778244,0.274361699819565,0.214930787682533
1052,0.0901325345039368,0.0455597192049026,0.270381420850754,0.59392637014389
1057,0.0755103230476379,0.22409026324749,0.311998844146729,0.388400584459305
1062,0.0735207423567772,0.680427193641663,0.0445309989154339,0.201521068811417
1064,0.536436915397644,0.11087940633297,0.0618585422635078,0.290825098752975
1074,0.126642286777496,0.454315751791,0.0228389799594879,0.396202921867371
1086,0.0934180468320847,0.457782387733459,0.42695614695549,0.021843459457159
1087,0.501779317855835,0.290252476930618,0.173088952898979,0.0348792485892773
1091,0.422463953495026,0.237208858132362,0.286996483802795,0.0533307604491711
1092,0.0470719635486603,0.408425867557526,0.471388816833496,0.073113389313221
1093,0.56160295009613,0.174709677696228,0.239372998476028,0.0243143308907747
1097,0.200501039624214,0.584321320056915,0.183818444609642,0.0313591808080673
1103,0.673656344413757,0.0566134713590145,0.0961233153939247,0.173606842756271
1104,0.0982075184583664,0.440166294574738,0.180917948484421,0.280708283185959
1105,0.178511962294579,0.38260406255722,0.117686741054058,0.321197271347046
1108,0.158436089754105,0.698481202125549,0.0345873199403286,0.108495332300663
1112,0.0661499872803688,0.187211766839027,0.199894472956657,0.546743810176849
1114,0.232082530856133,0.0309522766619921,0.557753682136536,0.17921145260334
1119,0.124659739434719,0.155628964304924,0.145470678806305,0.574240624904633
1120,0.523354232311249,0.149284899234772,0.204589128494263,0.122771769762039
1124,0.0890098214149475,0.478894859552383,0.234883576631546,0.197211712598801
1128,0.0559990108013153,0.215427845716476,0.543724298477173,0.184848830103874
1130,0.138194411993027,0.221183329820633,0.137285813689232,0.503336489200592
1131,0.0428617373108864,0.122135631740093,0.56435751914978,0.27064511179924
1133,0.222778499126434,0.478355318307877,0.105659246444702,0.193206995725632
1139,0.270243406295776,0.133132606744766,0.126547813415527,0.470076113939285
1140,0.0222454033792019,0.887765109539032,0.0185517054051161,0.071437768638134
1143,0.635317504405975,0.0259100291877985,0.0417705811560154,0.297001898288727
1149,0.190188184380531,0.209136188030243,0.279904454946518,0.320771127939224
1151,0.308597922325134,0.20228536427021,0.0929787084460258,0.39613801240921
1155,0.100999973714352,0.423571616411209,0.0342815555632114,0.44114688038826
1158,0.0953286290168762,0.671721160411835,0.106481485068798,0.126468732953072
1175,0.312209993600845,0.537074029445648,0.0225473064929247,0.128168642520905
1178,0.0797071009874344,0.731379091739655,0.0184165462851524,0.170497253537178
1184,0.356754571199417,0.194031029939651,0.117726892232895,0.331487476825714
1189,0.0854118913412094,0.296600162982941,0.0872499123215675,0.530737996101379
1190,0.02867635153234,0.154318407177925,0.711289763450623,0.105715431272984
1197,0.126934111118317,0.453849494457245,0.141830146312714,0.277386277914047
1198,0.629877865314484,0.0768827721476555,0.21167004108429,0.0815693065524101
1202,0.0473811328411102,0.298106729984283,0.297338783740997,0.357173353433609
1209,0.0383401364088058,0.0737091600894928,0.103324048221111,0.784626603126526
1210,0.429184764623642,0.0499295815825462,0.0363353155553341,0.484550386667252
1217,0.488229662179947,0.0534787625074387,0.332101732492447,0.126189813017845
1224,0.187253594398499,0.258910983800888,0.380145102739334,0.173690274357796
1226,0.101554565131664,0.295655488967896,0.0995213761925697,0.503268599510193
1229,0.181142345070839,0.647151708602905,0.0313986614346504,0.140307307243347
1236,0.137496992945671,0.115902550518513,0.327123552560806,0.419476926326752
1242,0.109328538179398,0.428473800420761,0.0301105678081512,0.432087063789368
1248,0.761725783348083,0.108189925551414,0.018545389175415,0.111538879573345
1249,0.0894465744495392,0.030307037755847,0.689468920230865,0.190777450799942
1256,0.586717963218689,0.167070314288139,0.0831709280610085,0.163040786981583
1258,0.206773594021797,0.178972616791725,0.292367905378342,0.321885854005814
1259,0.234221547842026,0.0381583273410797,0.0662304386496544,0.661389648914337
1269,0.385137349367142,0.0909643322229385,0.128333240747452,0.395565003156662
1273,0.505420506000519,0.0413820557296276,0.0284067932516336,0.424790650606155
1278,0.146580725908279,0.563897132873535,0.202023163437843,0.0874990150332451
1282,0.452764123678207,0.0995921716094017,0.163377851247787,0.284265905618668
1289,0.331221580505371,0.205550074577332,0.0549111403524876,0.408317238092422
1295,0.169357523322105,0.203945383429527,0.0942487567663193,0.532448351383209
1296,0.432186871767044,0.18694831430912,0.0449650250375271,0.335899740457535
1298,0.152533695101738,0.142397284507751,0.34329354763031,0.361775517463684
1302,0.582416892051697,0.129294142127037,0.140561759471893,0.147727236151695
1306,0.564233064651489,0.163708508014679,0.0294334050267935,0.242625027894974
1310,0.115483425557613,0.14866515994072,0.0538357496261597,0.682015657424927
1311,0.296709269285202,0.114025354385376,0.115147046744823,0.474118292331696
1312,0.470406889915466,0.193456828594208,0.168923512101173,0.167212828993797
1338,0.179068326950073,0.524648189544678,0.242846354842186,0.053437165915966
1342,0.101522594690323,0.791064143180847,0.0714167132973671,0.0359965562820435
1346,0.0478188097476959,0.65047162771225,0.146659910678864,0.155049696564674
1363,0.296586871147156,0.226541519165039,0.0496139675378799,0.427257627248764
1367,0.378108382225037,0.157792031764984,0.142349854111671,0.321749746799469
1373,0.16319839656353,0.446840643882751,0.0920249074697495,0.297936052083969
1376,0.15906149148941,0.480768144130707,0.0826772898435593,0.277493000030518
1382,0.101896360516548,0.423032641410828,0.0500152744352818,0.425055772066116
1389,0.428921222686768,0.0548483915627003,0.118881821632385,0.397348552942276
1403,0.430413395166397,0.127310365438461,0.0671581923961639,0.375118017196655
1408,0.280139416456223,0.204187631607056,0.0276356190443039,0.488037317991257
1418,0.0687026232481003,0.446793138980865,0.0352250970900059,0.449279099702835
1421,0.0448616519570351,0.448334693908691,0.0228580888360739,0.483945578336716
1433,0.33057227730751,0.194360330700874,0.382502257823944,0.0925651639699936
1438,0.0468090698122978,0.53324818611145,0.197491690516472,0.222451016306877
1443,0.0398760102689266,0.573106467723846,0.0787648484110832,0.308252692222595
1444,0.148821264505386,0.258680820465088,0.295504122972488,0.296993792057037
1456,0.643435955047607,0.100622922182083,0.0633228346705437,0.192618265748024
1457,0.192649960517883,0.0882203876972198,0.511861324310303,0.207268267869949
1466,0.0207113698124886,0.0374118089675903,0.643555998802185,0.298320829868317
1469,0.132040932774544,0.0846735388040543,0.459974497556686,0.32331109046936
1470,0.0591993108391762,0.11038526892662,0.580377280712128,0.250038176774979
1475,0.0274874586611986,0.0429259277880192,0.222851470112801,0.706735134124756
1486,0.212194368243217,0.626441121101379,0.0993801802396774,0.0619843527674675
1489,0.40297332406044,0.0679996088147163,0.413141489028931,0.115885652601719
1495,0.032267190515995,0.851043045520782,0.0403365045785904,0.0763532221317291
1505,0.259106814861298,0.0932906717061996,0.448174804449081,0.199427708983421
1512,0.438573330640793,0.162859976291656,0.0511196739971638,0.347447037696838
1516,0.601299226284027,0.2728191614151,0.0849506631493568,0.0409308895468712
1517,0.0337958186864853,0.101709090173244,0.501488447189331,0.36300665140152
1518,0.0628563761711121,0.181917980313301,0.57080489397049,0.184420749545097
1520,0.222483351826668,0.381823509931564,0.0752834379673004,0.320409744977951
1526,0.114228866994381,0.0644802004098892,0.72775012254715,0.093540832400322
1534,0.171575888991356,0.382812142372131,0.420844525098801,0.024767467752099
1535,0.030023230239749,0.104134276509285,0.838618040084839,0.0272245183587074
1540,0.145751655101776,0.118659414350986,0.391838729381561,0.343750238418579
1543,0.0894403085112572,0.0358848012983799,0.32602846622467,0.548646450042725
1547,0.37768617272377,0.0407692492008209,0.0344814024865627,0.547063171863556
1548,0.056625634431839,0.0814883410930634,0.197097957134247,0.664788067340851
1552,0.0441986173391342,0.375892728567123,0.035330880433321,0.544577717781067
1554,0.335645824670792,0.059868223965168,0.0474328026175499,0.55705314874649
1559,0.0424426719546318,0.645112872123718,0.056501679122448,0.255942732095718
1573,0.0419161543250084,0.272854208946228,0.239179879426956,0.446049749851227
1574,0.038361694663763,0.128687083721161,0.721556961536407,0.111394234001637
1575,0.0646627396345139,0.744084060192108,0.104895949363708,0.0863572508096695
1578,0.058899849653244,0.108554013073444,0.725074648857117,0.107471480965614
1581,0.526299893856049,0.133722200989723,0.154970228672028,0.185007646679878
1593,0.701432824134827,0.0879981592297554,0.119868576526642,0.0907003954052925
1595,0.113688103854656,0.689640462398529,0.0151352416723967,0.181536212563515
1598,0.128808528184891,0.530605614185333,0.311703473329544,0.0288823507726192
1602,0.564867496490479,0.129906311631203,0.141128912568092,0.164097294211388
1606,0.0885399207472801,0.38302943110466,0.471530616283417,0.0569000467658043
1614,0.101985022425652,0.174307063221931,0.631597995758057,0.0921099185943604
1618,0.0627024248242378,0.174095213413239,0.489710003137589,0.273492366075516
1635,0.187876373529434,0.445067256689072,0.292059421539307,0.0749969854950905
1636,0.423079133033752,0.303645968437195,0.06666499376297,0.206609889864922
1639,0.22693544626236,0.283064395189285,0.435122847557068,0.0548773296177387
1642,0.508021116256714,0.123290076851845,0.130639731884003,0.238049030303955
1644,0.176466733217239,0.467962980270386,0.095628134906292,0.259942173957825
1650,0.232530504465103,0.272099882364273,0.189022019505501,0.306347608566284
1654,0.483488291501999,0.247861728072166,0.126899510622025,0.141750454902649
1662,0.120179831981659,0.129157990217209,0.356000393629074,0.394661754369736
1664,0.511822462081909,0.143373548984528,0.0627006441354752,0.282103359699249
1665,0.0467327907681465,0.181070700287819,0.445638120174408,0.326558440923691
1669,0.297050327062607,0.151177912950516,0.102507516741753,0.449264287948608
1671,0.314175873994827,0.0334695987403393,0.233829662203789,0.418524831533432
1675,0.129330769181252,0.151264503598213,0.400010824203491,0.319393932819366
1677,0.616264581680298,0.138354390859604,0.0314021706581116,0.213978826999664
1683,0.0478082969784737,0.581516981124878,0.308873653411865,0.0618010424077511
1688,0.796388626098633,0.0708016231656075,0.0758346691727638,0.056975144892931
1694,0.0877896919846535,0.0381316281855106,0.232158616185188,0.64192008972168
1701,0.119174659252167,0.041564367711544,0.086181215941906,0.753079771995544
1727,0.011291828006506,0.274313300848007,0.494289457798004,0.220105454325676
1729,0.509323060512543,0.0660806000232697,0.0760944038629532,0.348501980304718
1731,0.30577364563942,0.375483453273773,0.289342135190964,0.0294007416814566
1736,0.311242640018463,0.426744878292084,0.199765250086784,0.0622472614049911
1737,0.106143437325954,0.62827479839325,0.233894020318985,0.0316876843571663
1738,0.454996138811111,0.24226950109005,0.262202560901642,0.0405317656695843
1741,0.224496886134148,0.369848400354385,0.354835838079453,0.0508188381791115
1743,0.656248390674591,0.234899148344994,0.0925734862685204,0.016278937458992
1748,0.128053203225136,0.78556215763092,0.0405855514109135,0.0457991287112236
1750,0.179085001349449,0.0879525244235992,0.0940698608756065,0.638892590999603
1751,0.099065750837326,0.134186580777168,0.534451365470886,0.232296273112297
1753,0.0353694371879101,0.279965132474899,0.552983105182648,0.131682336330414
1754,0.0381501242518425,0.413421213626862,0.116434223949909,0.431994438171387
1756,0.539707660675049,0.0732176229357719,0.0631018579006195,0.323972910642624
1757,0.0437699221074581,0.236363932490349,0.553985476493835,0.165880680084229
1786,0.0786653161048889,0.0978839471936226,0.415539711713791,0.407911062240601
1791,0.0942020267248154,0.019019678235054,0.709774732589722,0.177003607153893
1797,0.222947627305984,0.0713863223791122,0.175877958536148,0.529788076877594
1805,0.335111647844315,0.0631035417318344,0.408929020166397,0.192855775356293
1806,0.604287624359131,0.0559888631105423,0.11061617732048,0.229107365012169
1807,0.455938547849655,0.299922376871109,0.0911575108766556,0.152981609106064
1808,0.217004805803299,0.212153702974319,0.0959393084049225,0.474902212619781
1811,0.448152124881744,0.0688724741339684,0.121510617434978,0.361464828252792
1812,0.148525893688202,0.0368095599114895,0.554334402084351,0.26033017039299
1816,0.283192306756973,0.212856784462929,0.126866355538368,0.37708455324173
1819,0.156643614172935,0.486694902181625,0.0631460547447205,0.293515413999557
