"No","Ch1","Ch2","Ch3","Ch4","Choice"
54,0.9955,0.0015,0.002,0.001,1
55,0.0025,0.004,0.992,0.0015,3
56,0.0125,0.973,0.0065,0.008,2
57,5e-04,0.003,0.003,0.9935,4
58,0.0045,0.0025,0.988,0.005,3
59,0.019,0.0215,0.0205,0.939,4
60,0.0105,0.9615,0.0135,0.0145,2
61,0.003,0.9855,0.0095,0.002,2
62,0.0055,0.0035,0.9875,0.0035,3
63,0.0035,0.003,0.005,0.9885,4
64,0.0055,0.9875,0.006,0.001,2
65,0.0075,0.006,0.977,0.0095,3
66,0.002,0.002,0.005,0.991,4
67,0.9715,0.007,0.013,0.0085,1
68,0.9805,0.009,0.004,0.0065,1
69,0.0065,0.0085,0.981,0.004,3
70,0.003,0.0025,0.9915,0.003,3
71,0.013,0.967,0.011,0.009,2
72,0.0045,0.9875,0.0035,0.0045,2
73,0.009,0.961,0.016,0.014,2
74,0.0115,0.966,0.007,0.0155,2
75,0.008,0.01,0.9745,0.0075,3
76,0.008,0.003,0.985,0.004,3
77,0.006,0.008,0.976,0.01,3
78,0.936,0.017,0.021,0.026,1
79,0.9715,0.008,0.0125,0.008,1
80,0.983,0.0045,0.0055,0.007,1
81,0.001,0.9915,0.0025,0.005,2
82,0.0045,0.006,0.006,0.9835,4
83,0.0035,0.004,0.0105,0.982,4
84,0.0065,0.9795,0.007,0.007,2
85,0.006,0.985,0.006,0.003,2
86,0.9555,0.0165,0.0115,0.0165,1
87,0.006,0.003,0.008,0.983,4
88,0.0035,0.0025,0.989,0.005,3
89,0.9835,0.0055,0.003,0.008,1
90,0.0045,0.9855,0.005,0.005,2
91,0.003,0.9865,0.005,0.0055,2
92,0.003,0.988,0.0025,0.0065,2
93,0.0065,0.0065,0.9795,0.0075,3
94,0.991,0.0025,0.003,0.0035,1
95,0.0145,0.0095,0.007,0.969,4
96,0.989,0.0035,0.004,0.0035,1
97,0.0095,0.006,0.979,0.0055,3
98,0.0035,0.9855,0.0075,0.0035,2
99,0.0055,0.009,0.9795,0.006,3
100,0.0045,0.01,0.98,0.0055,3
101,0.0035,0.9895,0.0045,0.0025,2
102,0.012,0.96,0.0165,0.0115,2
103,0.0035,0.0045,0.005,0.987,4
104,0.0075,0.0065,0.0055,0.9805,4
105,0.988,0.003,0.0045,0.0045,1
106,0.002,0.9965,0.0015,0,2
107,0.004,0.006,0.9835,0.0065,3
108,0.9755,0.0065,0.009,0.009,1
109,0.0075,0.982,0.0055,0.005,2
110,0.0055,0.005,0.982,0.0075,3
111,0.971,0.0095,0.0075,0.012,1
112,0.0035,0.9895,0.0055,0.0015,2
113,0.991,0.003,0.002,0.004,1
114,0.002,0.9935,0.003,0.0015,2
115,0.0025,0.0025,0.9885,0.0065,3
116,0.9585,0.0175,0.0115,0.0125,1
117,0.0135,0.0095,0.965,0.012,3
118,0.0015,0.991,0.0045,0.003,2
119,0.985,0.0055,0.0035,0.006,1
120,0.005,0.9835,0.0075,0.004,2
121,0.9825,0.004,0.0075,0.006,1
122,0.004,0.0055,0.9855,0.005,3
123,0.0035,0.991,0.0025,0.003,2
124,0.007,0.014,0.971,0.008,3
125,0.0025,0.9925,0.001,0.004,2
126,0.0035,0.99,0.003,0.0035,2
127,0.991,0.0015,0.005,0.0025,1
128,0.004,0.9935,0.001,0.0015,2
129,0.003,0.99,0.005,0.002,2
130,0.987,0.0065,0.002,0.0045,1
131,0.008,0.006,0.981,0.005,3
132,0.007,0.9805,0.0065,0.006,2
133,0.0015,0.0015,0.996,0.001,3
134,0.99,0.0025,0.0035,0.004,1
135,0.984,0.006,0.0045,0.0055,1
136,0.982,0.003,0.007,0.008,1
137,0.0055,0.0045,0.9885,0.0015,3
138,0.9915,0.003,0.001,0.0045,1
139,0.005,0.0065,0.9855,0.003,3
140,0.017,0.0145,0.013,0.9555,4
141,0.003,5e-04,0.995,0.0015,3
142,0.003,0.0025,0.992,0.0025,3
143,0.0085,0.007,0.0125,0.972,4
144,0.007,0.0055,0.007,0.9805,4
145,0.012,0.017,0.014,0.957,4
146,0.007,0.008,0.008,0.977,4
147,0.0075,0.006,0.008,0.9785,4
148,0.007,0.006,0.005,0.982,4
149,0.002,0.988,0.0045,0.0055,2
150,0.013,0.9595,0.016,0.0115,2
151,0.0085,0.0075,0.9755,0.0085,3
152,0.923,0.0205,0.0305,0.026,1
153,0.987,0.0065,0.0025,0.004,1
154,0.0075,0.0085,0.9775,0.0065,3
155,0.003,0.0065,0.987,0.0035,3
156,0.0055,0.9865,0.0055,0.0025,2
157,0.9925,0.002,0.003,0.0025,1
158,0.0015,0.003,0.9925,0.003,3
159,0.972,0.008,0.0095,0.0105,1
160,0.991,0.003,0.0015,0.0045,1
161,0.0015,0.995,0.0015,0.002,2
162,0.001,0.995,0.0025,0.0015,2
163,0.004,0.0015,0.002,0.9925,4
164,0.0045,0.0015,0.0025,0.9915,4
165,0.002,0.99,0.0065,0.0015,2
166,0.0035,0.0035,0.9875,0.0055,3
167,0.0025,0.9935,5e-04,0.0035,2
168,0.0095,0.0135,0.962,0.015,3
169,0.9885,0.004,0.004,0.0035,1
170,0.002,0.0025,0.002,0.9935,4
171,0.006,0.002,0.005,0.987,4
172,0.98,0.008,0.006,0.006,1
173,0.006,0.986,0.0025,0.0055,2
174,0.0025,0.0025,0.9895,0.0055,3
175,0.9875,0.005,0.005,0.0025,1
176,0.023,0.0145,0.014,0.9485,4
177,0.0085,0.007,0.006,0.9785,4
178,0.982,0.0045,0.0085,0.005,1
179,0.004,0.007,0.004,0.985,4
180,0.0075,0.007,0.006,0.9795,4
181,0.009,0.0065,0.982,0.0025,3
182,0.003,0.005,0.9865,0.0055,3
183,0.004,0.991,0.0015,0.0035,2
184,0.0055,0.005,0.9835,0.006,3
185,0.017,0.0125,0.0125,0.958,4
186,0.0055,0.985,0.004,0.0055,2
187,0.9875,0.004,0.0035,0.005,1
188,0.005,0.986,0.0055,0.0035,2
189,0.0055,0.0065,0.9815,0.0065,3
190,0.9825,0.0035,0.0075,0.0065,1
191,0.005,0.9865,0.004,0.0045,2
192,0.004,0.0045,0.99,0.0015,3
193,0.004,0.004,0.985,0.007,3
194,0.978,0.0065,0.008,0.0075,1
195,0.008,0.0075,0.9795,0.005,3
196,0.983,0.008,0.0035,0.0055,1
197,0.9815,0.0075,0.0055,0.0055,1
198,0.0115,0.0065,0.9715,0.0105,3
199,0.988,0.0035,0.0065,0.002,1
200,0.003,0.9915,0.002,0.0035,2
201,0.0025,0.991,0.004,0.0025,2
202,0.005,0.0015,0.991,0.0025,3
203,0.0065,0.9855,0.0045,0.0035,2
204,0.0015,0.0035,0.9925,0.0025,3
205,0.977,0.0025,0.011,0.0095,1
206,0.989,0.0045,0.0025,0.004,1
207,0.98,0.008,0.0065,0.0055,1
208,0.9365,0.026,0.0175,0.02,1
209,0.9615,0.011,0.0155,0.012,1
210,0.9585,0.013,0.0145,0.014,1
211,0.0065,0.9795,0.006,0.008,2
212,0.004,0.0015,0.9905,0.004,3
213,0.0125,0.0145,0.9535,0.0195,3
214,0.9835,0.006,0.0055,0.005,1
215,0.971,0.0105,0.01,0.0085,1
216,0.0015,0.001,0.9935,0.004,3
217,0.0015,0.0015,0.9925,0.0045,3
218,0.952,0.017,0.0155,0.0155,1
219,0.003,0.987,0.002,0.008,2
220,0.0075,0.9785,0.0055,0.0085,2
221,0.015,0.01,0.9645,0.0105,3
222,0.0065,5e-04,0.99,0.003,3
223,0.9845,0.004,0.006,0.0055,1
224,0.0045,0.005,0.9845,0.006,3
225,0.9845,0.0065,0.003,0.006,1
226,0.005,0.0055,0.985,0.0045,3
227,0.9765,0.006,0.008,0.0095,1
228,0.9855,0.004,0.004,0.0065,1
229,0.005,0.005,0.007,0.983,4
230,0.0035,0.001,0.002,0.9935,4
231,0.0015,0.002,0.0015,0.995,4
232,0.0055,5e-04,0.002,0.992,4
233,0.0025,0.002,5e-04,0.995,4
234,0.008,0.002,0.003,0.987,4
235,0.001,0.001,5e-04,0.9975,4
236,0.002,5e-04,0.001,0.9965,4
237,0.003,0.003,0.0065,0.9875,4
238,0.004,0.0075,0.013,0.9755,4
239,0.011,0.006,0.0165,0.9665,4
240,0.0015,5e-04,0.0015,0.9965,4
241,0.005,0.003,0.9885,0.0035,3
242,0.0015,5e-04,0.0035,0.9945,4
243,0.004,0.0065,0.0015,0.988,4
244,0.003,0.004,0.0065,0.9865,4
245,0.0035,0.0095,0.004,0.983,4
246,0.006,0.0015,0.0015,0.991,4
247,0.0015,0.9915,0.0035,0.0035,2
248,0.978,0.003,0.011,0.008,1
249,0.002,0.002,0.001,0.995,4
250,0.006,0.007,0.983,0.004,3
251,0.9885,0.0045,0.004,0.003,1
252,0.002,0.0035,0.002,0.9925,4
253,0.9865,0.004,0.0035,0.006,1
254,0.0205,0.013,0.0055,0.961,4
255,0.001,0.0025,5e-04,0.996,4
256,0.9925,0.0025,0.001,0.004,1
257,0.006,0.005,0.981,0.008,3
258,0.0035,0.0015,5e-04,0.9945,4
259,0.0045,0.9875,0.0025,0.0055,2
260,0.0015,0,0.001,0.9975,4
261,0.0015,5e-04,0.001,0.997,4
262,0.001,0.002,0.992,0.005,3
263,0.003,0.9895,0.003,0.0045,2
264,0.002,5e-04,0.0015,0.996,4
265,0.002,5e-04,0.001,0.9965,4
266,0.003,0.0035,0.9915,0.002,3
267,0.006,0.9765,0.0105,0.007,2
268,0.979,0.0085,0.0055,0.007,1
269,0.008,0.0085,0.977,0.0065,3
270,0.0085,0.9735,0.007,0.011,2
271,0.956,0.019,0.013,0.012,1
272,0.9895,0.003,0.0025,0.005,1
273,0.0035,0.0045,0.9885,0.0035,3
274,0.003,0.9915,0.001,0.0045,2
275,0,0.001,0.002,0.997,4
276,0.002,0.9945,0.001,0.0025,2
277,0.004,0.992,0.001,0.003,2
278,0.005,0.99,0.004,0.001,2
279,0.002,0.997,0.001,0,2
280,0.0115,0.0115,0.9695,0.0075,3
281,0.982,0.0055,0.0045,0.008,1
282,0.007,0.0065,0.978,0.0085,3
283,0.991,0.0015,0.0025,0.005,1
284,0.0015,0.002,0.0035,0.993,4
285,0.0015,0.002,0.0015,0.995,4
286,0.0025,0.995,0.002,5e-04,2
287,0.004,0.001,0.9935,0.0015,3
288,0.009,0.009,0.9725,0.0095,3
289,0.003,0.003,0.002,0.992,4
290,0.004,0.0125,0.008,0.9755,4
291,0.0025,0.002,0.992,0.0035,3
292,0.0025,0.9945,0.001,0.002,2
293,0.0045,0.0065,0.007,0.982,4
294,0.0035,0.0045,0.0045,0.9875,4
295,0.984,0.0055,0.005,0.0055,1
296,0.0025,0.0025,0.002,0.993,4
297,0.002,0.0025,0.003,0.9925,4
298,0.9925,0.003,0.003,0.0015,1
299,0.011,0.9755,0.0095,0.004,2
300,0.0015,0.9965,0.0015,5e-04,2
301,0.0125,0.0075,0.973,0.007,3
302,0.001,0.002,0,0.997,4
303,0.001,0.997,0.001,0.001,2
304,0.0035,0.004,0.005,0.9875,4
305,0.002,0.994,0.001,0.003,2
306,0.0035,0.0085,0.9785,0.0095,3
307,0.0125,0.0205,0.9425,0.0245,3
308,0.0145,0.97,0.0055,0.01,2
309,0.0035,0.9865,0.0035,0.0065,2
310,0.96,0.0075,0.0235,0.009,1
311,0.005,0.0015,0.0025,0.991,4
312,0.984,0.0015,0.008,0.0065,1
313,0.994,0.0015,0.0025,0.002,1
314,0.997,0,0.001,0.002,1
315,0.001,0.996,0.002,0.001,2
316,5e-04,0.998,5e-04,0.001,2
317,0.018,0.9655,0.0085,0.008,2
318,0.0025,0.992,0.002,0.0035,2
319,0.003,0.0045,0.002,0.9905,4
320,0.0015,0.993,0.0025,0.003,2
321,0.0025,5e-04,0.002,0.995,4
322,0.9965,0.002,5e-04,0.001,1
323,0.0015,0.0015,0.995,0.002,3
324,0.0065,0.9725,0.013,0.008,2
325,0.004,0.003,0.988,0.005,3
326,0.0045,0.003,0.9895,0.003,3
327,0.9895,0.004,0.0035,0.003,1
328,0.991,0.0025,0.004,0.0025,1
329,0.0055,0.0045,0.0095,0.9805,4
330,0.004,0.002,0.99,0.004,3
331,0.0015,0.0015,0.001,0.996,4
332,0.003,0.002,0.001,0.994,4
333,0.004,0.992,0.003,0.001,2
334,5e-04,5e-04,5e-04,0.9985,4
335,0.001,0.0015,0.991,0.0065,3
336,0.005,0.006,0.007,0.982,4
337,0.0035,0.0045,0.9825,0.0095,3
338,5e-04,0.0015,0.0015,0.9965,4
339,0.011,0.9565,0.0165,0.016,2
340,0.0025,0.003,0.001,0.9935,4
341,0.0015,0.0015,0.002,0.995,4
342,0.0025,0.002,0.992,0.0035,3
343,0.9855,0.004,0.005,0.0055,1
344,0.949,0.012,0.0235,0.0155,1
345,0.0045,0.004,0.987,0.0045,3
346,0.012,0.0055,0.977,0.0055,3
347,0.014,0.969,0.009,0.008,2
348,0.0045,0.005,0.9865,0.004,3
349,0.0035,0.988,0.0045,0.004,2
350,0.002,0,0.994,0.004,3
351,0.9445,0.0185,0.0185,0.0185,1
352,0.008,0.987,0.002,0.003,2
353,0.009,0.013,0.9715,0.0065,3
354,0.977,0.01,0.006,0.007,1
355,0.008,0.9855,0.003,0.0035,2
356,0.002,0.991,0.0025,0.0045,2
357,0.004,0.9875,0.004,0.0045,2
358,0.0025,0.9925,0.0025,0.0025,2
359,0.003,0.9905,0.004,0.0025,2
360,0.003,0.9915,0.003,0.0025,2
361,0.9835,0.005,0.0055,0.006,1
362,0.0045,0.005,0.987,0.0035,3
363,0.0055,0.006,0.003,0.9855,4
364,0.957,0.0135,0.0175,0.012,1
365,0.007,0.0065,0.982,0.0045,3
366,0.0175,0.0165,0.0235,0.9425,4
367,0.0015,0,5e-04,0.998,4
368,0.0035,0.992,0.0025,0.002,2
369,0.007,0.007,0.011,0.975,4
370,0.0035,0.002,0.002,0.9925,4
371,0.001,0.002,5e-04,0.9965,4
372,0.005,0.001,0.0015,0.9925,4
373,0.003,0,0.0015,0.9955,4
374,0.006,0.0025,0.9855,0.006,3
375,0.004,0.002,0.001,0.993,4
376,0.002,0.001,0.005,0.992,4
377,0.0025,0.0025,0.003,0.992,4
378,0.9945,0.001,0.002,0.0025,1
379,0.009,0.0055,0.983,0.0025,3
380,0.0015,0.9955,0.001,0.002,2
381,0.986,0.003,0.005,0.006,1
382,0.0025,0.003,0.002,0.9925,4
383,0.002,0.0015,0.0025,0.994,4
384,0.0025,0.003,0.993,0.0015,3
385,0.9885,0.005,0.003,0.0035,1
386,0.0045,0.9915,0.0025,0.0015,2
387,0.9915,0.002,0.004,0.0025,1
388,0.9765,0.0105,0.004,0.009,1
389,0.0075,0.0015,0.003,0.988,4
390,0.002,0.987,0.0075,0.0035,2
391,0.0015,0.003,0.0025,0.993,4
392,0.001,0.001,0.996,0.002,3
393,0.006,0.9835,0.006,0.0045,2
394,0.001,0.0015,0.0025,0.995,4
395,0.0045,0.003,0.0025,0.99,4
396,0.003,0.9915,0.003,0.0025,2
397,0.001,0.9955,0.002,0.0015,2
398,0.0035,0.003,0.9925,0.001,3
399,0.9595,0.017,0.0125,0.011,1
400,0.0035,0.0025,0.0035,0.9905,4
401,0.014,0.007,0.013,0.966,4
402,0.003,0.0025,0.003,0.9915,4
403,0.0045,0.013,0.008,0.9745,4
404,0.003,5e-04,0.0045,0.992,4
405,0.0035,0.005,0.002,0.9895,4
406,0.0025,0.005,0.0055,0.987,4
407,0.003,0.001,0.0045,0.9915,4
408,5e-04,0.002,0.0045,0.993,4
409,0.0065,0.0095,0.0025,0.9815,4
410,5e-04,0.0015,0,0.998,4
411,0.0015,0.0015,0.0035,0.9935,4
412,0.001,0.003,5e-04,0.9955,4
413,0.002,0.002,5e-04,0.9955,4
414,0.003,0.994,0.001,0.002,2
415,0.0055,0.003,0.0015,0.99,4
416,0.9915,0.0025,0.0035,0.0025,1
417,0.002,0.0015,0.002,0.9945,4
418,0,0.002,0.001,0.997,4
419,0.0215,0.9455,0.0185,0.0145,2
420,0.989,0.004,0.0035,0.0035,1
421,0.9815,0.006,0.0065,0.006,1
422,0.005,0.9855,0.0075,0.002,2
423,0.9905,0.0025,0.003,0.004,1
424,0.009,0.9805,0.0055,0.005,2
425,0.0265,0.0205,0.9335,0.0195,3
426,0.011,0.973,0.0065,0.0095,2
427,0.0145,0.954,0.017,0.0145,2
428,0.0055,0.002,0.9875,0.005,3
429,0.0235,0.021,0.935,0.0205,3
430,0.0195,0.0105,0.957,0.013,3
431,0.0055,0.989,0.0035,0.002,2
432,0.0155,0.0145,0.0095,0.9605,4
433,0.0035,0.99,0.0045,0.002,2
434,0.0085,0.9785,0.0095,0.0035,2
435,0.9795,0.006,0.0075,0.007,1
436,0.9835,0.01,0.003,0.0035,1
437,0.006,0.9865,0.0025,0.005,2
438,0.9645,0.0095,0.0095,0.0165,1
439,0.0175,0.0095,0.958,0.015,3
440,0.9825,0.0045,0.0045,0.0085,1
441,0.005,0.9875,0.004,0.0035,2
442,0.007,0.002,0.001,0.99,4
443,0.0035,0.008,0.004,0.9845,4
444,0.0015,0.0015,0.002,0.995,4
445,0.0025,0.0025,0.002,0.993,4
446,0.002,0.001,0,0.997,4
447,0.0015,5e-04,0.001,0.997,4
448,0.0085,0.006,0.974,0.0115,3
449,0.98,0.0045,0.009,0.0065,1
450,0,5e-04,5e-04,0.999,4
451,0.0015,0.9925,0.002,0.004,2
452,0.983,0.005,0.0065,0.0055,1
453,0.001,5e-04,0.001,0.9975,4
454,0.005,0.008,0.977,0.01,3
455,0.99,0.0035,0.001,0.0055,1
456,0.003,0.001,0.002,0.994,4
457,0.004,0.0045,0.002,0.9895,4
458,0.002,0.0025,0.0025,0.993,4
459,0.0045,0.005,0.001,0.9895,4
460,0.0025,0.004,0.0095,0.984,4
461,0.0195,0.0135,0.0155,0.9515,4
462,0.002,0.002,0.991,0.005,3
463,0.008,0.0035,0.0065,0.982,4
464,0.0015,0.0015,0.004,0.993,4
465,0.9565,0.0115,0.013,0.019,1
466,0.002,0.002,0.0025,0.9935,4
467,0.0015,0.0035,0.0035,0.9915,4
468,0.0085,0.002,0.008,0.9815,4
469,0.0025,0.995,0.001,0.0015,2
470,0.002,5e-04,0.0045,0.993,4
471,0.003,0.01,0.9795,0.0075,3
472,0.004,0.9915,0.0015,0.003,2
473,0.9895,0.0035,0.004,0.003,1
474,0.0015,0.0025,0.004,0.992,4
475,0.005,0.0035,0.983,0.0085,3
476,0.006,0.006,0.0045,0.9835,4
477,0.004,0.0025,0.003,0.9905,4
478,0.0045,0.0055,0.002,0.988,4
479,0.0015,0.003,0.003,0.9925,4
480,0.003,0.0025,0.0015,0.993,4
481,0.0035,0.0025,0.0045,0.9895,4
482,0.0055,0.0065,0.0065,0.9815,4
483,0.0025,0.9815,0.006,0.01,2
484,0.0015,0.003,0.0035,0.992,4
485,0.004,0.0075,0.0035,0.985,4
486,0.0045,0.006,0.008,0.9815,4
487,0.005,0.005,0.002,0.988,4
488,0.004,0.9805,0.004,0.0115,2
489,0.0015,5e-04,5e-04,0.9975,4
490,0.0025,5e-04,0.0045,0.9925,4
491,0.0105,0.01,0.0185,0.961,4
492,0.985,0.0035,0.006,0.0055,1
493,0.003,0.004,0.008,0.985,4
494,0.962,0.0105,0.009,0.0185,1
495,0.0105,0.005,0.0075,0.977,4
496,0.006,0.0075,0.0095,0.977,4
497,0.007,0.003,0.008,0.982,4
498,0.007,0.0035,0.0055,0.984,4
499,0.0025,0.003,0.003,0.9915,4
500,0.002,0.004,0.0025,0.9915,4
501,0.002,0.003,0.0015,0.9935,4
502,0.002,5e-04,0.002,0.9955,4
503,0.0075,0.0075,0.006,0.979,4
504,0.0025,0.002,5e-04,0.995,4
505,0.0015,0.003,0.0045,0.991,4
506,0.0115,0.0015,0.01,0.977,4
507,0.003,0.0045,0.004,0.9885,4
508,0.0055,0.002,0.0035,0.989,4
509,0.005,0.002,0.0065,0.9865,4
510,0.004,0.011,0.0065,0.9785,4
511,0.0035,0.004,0.0015,0.991,4
512,0.005,0.0065,0.0085,0.98,4
513,0.0035,0.0035,0.002,0.991,4
514,0.0045,0.0085,0.9825,0.0045,3
515,0.9885,0.0045,0.0045,0.0025,1
516,0.9855,0.004,0.006,0.0045,1
517,0.005,0.9915,5e-04,0.003,2
518,0.006,0.986,0.0025,0.0055,2
519,0.004,0.9885,0.0045,0.003,2
520,0.004,0.004,0.9875,0.0045,3
521,0.0065,0.981,0.005,0.0075,2
522,0.0035,0.003,0.991,0.0025,3
523,0.011,0.0025,0.984,0.0025,3
524,0.9875,0.005,0.0035,0.004,1
525,0.0035,0.993,0.0025,0.001,2
526,0.007,0.004,0.983,0.006,3
527,0.0035,0.9885,0.003,0.005,2
528,0.0045,0.002,0.988,0.0055,3
529,0.002,0.0045,0.99,0.0035,3
530,0.9875,0.0045,0.0015,0.0065,1
531,0.0015,0.995,0.0025,0.001,2
532,0.9885,0.0045,0.0025,0.0045,1
533,0.003,0.989,0.006,0.002,2
534,0.012,0.9655,0.0155,0.007,2
535,0.0055,0.9855,0.0055,0.0035,2
536,0.0015,0.993,0.0025,0.003,2
537,0.969,0.0145,0.008,0.0085,1
538,0.006,0.0055,0.986,0.0025,3
539,0.98,0.0055,0.009,0.0055,1
540,0.9775,0.0055,0.0105,0.0065,1
541,0.0045,0.982,0.0075,0.006,2
542,0.0075,0.009,0.009,0.9745,4
543,0.945,0.022,0.0195,0.0135,1
544,0.008,0.0165,0.97,0.0055,3
545,0.0105,0.005,0.9765,0.008,3
546,0.004,0.9865,0.0065,0.003,2
547,0.006,0.005,0.9835,0.0055,3
548,0.0045,0.989,0.004,0.0025,2
549,0.0025,0.0025,0.989,0.006,3
550,0.0075,0.9825,0.009,0.001,2
551,0.9895,0.005,0.002,0.0035,1
552,0.0055,0.007,0.005,0.9825,4
553,0.0155,0.013,0.014,0.9575,4
554,0.006,0.004,0.0075,0.9825,4
555,0.003,0.0045,0.0045,0.988,4
556,0.0045,0.0045,0.004,0.987,4
557,0.001,0.005,0.0075,0.9865,4
558,0.0075,0.008,0.0085,0.976,4
559,0.0045,0.0025,0.0025,0.9905,4
560,0.007,0.0055,0.0045,0.983,4
561,0.0015,0.004,0.0045,0.99,4
562,0.004,0.003,0.0025,0.9905,4
563,0.011,0.0055,0.0105,0.973,4
564,0.003,0.003,0.0025,0.9915,4
565,0.006,0.004,0.003,0.987,4
566,0.0045,0.0065,0.0055,0.9835,4
567,0.004,0.0035,0.003,0.9895,4
568,0.005,0.004,0.0025,0.9885,4
569,0.005,0.0035,0.002,0.9895,4
570,0.0015,0.001,0.004,0.9935,4
571,0.9935,0.0025,0.003,0.001,1
572,0.002,0.003,0.0055,0.9895,4
573,0.016,0.017,0.0365,0.9305,4
574,0.0055,0.0035,0.005,0.986,4
575,0.002,5e-04,0.007,0.9905,4
576,0.0045,0.003,0.003,0.9895,4
577,0.0045,0.003,0.0045,0.988,4
578,0.9875,0.0055,0.0035,0.0035,1
579,0.0015,0.0025,0.001,0.995,4
580,0.0075,0.0075,0.0035,0.9815,4
581,0.003,0.004,0.002,0.991,4
582,0.002,0.002,0.003,0.993,4
583,0.002,5e-04,0.0015,0.996,4
584,0.0105,0.0045,0.977,0.008,3
585,0.0015,0.001,0.004,0.9935,4
586,0.002,0.001,0.001,0.996,4
587,0.014,0.0045,0.0075,0.974,4
588,0.001,0.0035,0.004,0.9915,4
589,0.0015,0,0.001,0.9975,4
590,0.003,0.005,0.9865,0.0055,3
591,0.0295,0.02,0.0275,0.923,4
592,0.0065,0.991,0.001,0.0015,2
593,0.0135,0.008,0.972,0.0065,3
594,0.9875,0.004,0.0045,0.004,1
595,0.989,0.005,0.003,0.003,1
596,0.9785,0.0085,0.0065,0.0065,1
597,0.003,0.993,0.002,0.002,2
598,0.978,0.0065,0.012,0.0035,1
599,0.9835,0.0065,0.006,0.004,1
600,0.0045,0.99,0.0035,0.002,2
601,0.9925,0.002,0.001,0.0045,1
602,0.993,0.003,0.0025,0.0015,1
603,0.0035,0.994,0.0025,0,2
604,0.983,0.005,0.006,0.006,1
605,0.008,0.0045,0.005,0.9825,4
606,0.0035,0.986,0.0065,0.004,2
607,0.0025,0.992,0.0025,0.003,2
608,0.0015,0.994,0.0025,0.002,2
609,0.988,0.0045,0.0025,0.005,1
610,0.003,0.003,0.9915,0.0025,3
611,0.002,0.993,0.003,0.002,2
612,0.9865,0.0065,0.004,0.003,1
613,0.0055,0.986,0.004,0.0045,2
614,0.0015,0.994,0.004,5e-04,2
615,0.0115,0.0175,0.957,0.014,3
616,0.007,0.9855,0.0045,0.003,2
617,0.004,0.004,0.9905,0.0015,3
618,0.0045,0.004,0.99,0.0015,3
619,0.9885,0.003,0.004,0.0045,1
620,0.0045,0.9815,0.0105,0.0035,2
621,0.9905,0.003,0.0035,0.003,1
622,0.001,0.9965,0.0015,0.001,2
623,0.987,0.005,0.005,0.003,1
624,0.9865,0.005,0.004,0.0045,1
625,0.0035,0.993,0.002,0.0015,2
626,0.004,0.0015,0.9915,0.003,3
627,0.004,0.002,0.991,0.003,3
628,0.988,0.0045,0.003,0.0045,1
629,0.007,0.9895,0.0015,0.002,2
630,0.004,0.002,0.989,0.005,3
631,0.0065,0.9885,0.0035,0.0015,2
632,0.0095,0.0085,0.014,0.968,4
633,0.003,0.0035,0.0055,0.988,4
634,0.006,0.9805,0.0065,0.007,2
635,0.0065,0.006,0.982,0.0055,3
