"No","Ch1","Ch2","Ch3","Ch4"
21680,0.318,0.108,0.42,0.154
21681,0.352,0.148,0.174,0.326
21682,0.308,0.298,0.134,0.26
21683,0.316,0.128,0.292,0.264
21684,0.36,0.158,0.17,0.312
21685,0.154,0.274,0.14,0.432
21686,0.124,0.394,0.268,0.214
21687,0.208,0.116,0.38,0.296
21688,0.302,0.15,0.146,0.402
21689,0.212,0.548,0.09,0.15
21690,0.518,0.252,0.104,0.126
21691,0.154,0.546,0.098,0.202
21692,0.082,0.338,0.458,0.122
21693,0.13,0.604,0.072,0.194
21694,0.178,0.318,0.1,0.404
21695,0.324,0.29,0.232,0.154
21696,0.502,0.206,0.096,0.196
21697,0.374,0.246,0.212,0.168
21698,0.204,0.082,0.568,0.146
21699,0.312,0.458,0.072,0.158
21700,0.354,0.188,0.122,0.336
21701,0.522,0.094,0.086,0.298
21702,0.148,0.316,0.158,0.378
21703,0.146,0.252,0.132,0.47
21704,0.142,0.208,0.382,0.268
21705,0.136,0.114,0.454,0.296
21706,0.1,0.388,0.112,0.4
21707,0.124,0.41,0.202,0.264
21708,0.09,0.46,0.176,0.274
21709,0.232,0.166,0.096,0.506
21710,0.306,0.126,0.102,0.466
21711,0.12,0.38,0.292,0.208
21712,0.104,0.244,0.094,0.558
21713,0.494,0.144,0.144,0.218
21714,0.122,0.51,0.124,0.244
21715,0.436,0.112,0.194,0.258
21716,0.09,0.18,0.238,0.492
21717,0.218,0.074,0.342,0.366
21718,0.284,0.362,0.104,0.25
21719,0.232,0.174,0.146,0.448
21720,0.436,0.19,0.12,0.254
21721,0.136,0.23,0.422,0.212
21722,0.44,0.212,0.148,0.2
21723,0.152,0.272,0.128,0.448
21724,0.452,0.16,0.16,0.228
21725,0.116,0.26,0.132,0.492
21726,0.1,0.314,0.264,0.322
21727,0.234,0.096,0.528,0.142
21728,0.116,0.116,0.308,0.46
21729,0.222,0.23,0.084,0.464
21730,0.344,0.12,0.128,0.408
21731,0.302,0.206,0.318,0.174
21732,0.25,0.214,0.098,0.438
21733,0.466,0.262,0.09,0.182
21734,0.106,0.554,0.186,0.154
21735,0.232,0.238,0.108,0.422
21736,0.554,0.202,0.074,0.17
21737,0.276,0.214,0.348,0.162
21738,0.328,0.246,0.26,0.166
21739,0.226,0.348,0.296,0.13
21740,0.122,0.446,0.286,0.146
21741,0.122,0.336,0.238,0.304
21742,0.142,0.342,0.322,0.194
21743,0.474,0.178,0.11,0.238
21744,0.346,0.262,0.3,0.092
21745,0.25,0.13,0.29,0.33
21746,0.262,0.372,0.128,0.238
21747,0.376,0.36,0.12,0.144
21748,0.332,0.29,0.188,0.19
21749,0.11,0.346,0.304,0.24
21750,0.128,0.18,0.472,0.22
21751,0.356,0.094,0.354,0.196
21752,0.434,0.118,0.146,0.302
21753,0.29,0.174,0.204,0.332
21754,0.124,0.414,0.164,0.298
21755,0.132,0.17,0.33,0.368
21756,0.156,0.444,0.15,0.25
21757,0.226,0.452,0.07,0.252
21758,0.228,0.36,0.102,0.31
21759,0.282,0.312,0.214,0.192
21760,0.21,0.084,0.326,0.38
21761,0.112,0.158,0.502,0.228
21762,0.096,0.702,0.046,0.156
21763,0.494,0.11,0.082,0.314
21764,0.25,0.054,0.528,0.168
21765,0.432,0.1,0.172,0.296
21766,0.092,0.446,0.108,0.354
21767,0.09,0.194,0.432,0.284
21768,0.076,0.446,0.326,0.152
21769,0.18,0.184,0.108,0.528
21770,0.14,0.36,0.242,0.258
21771,0.074,0.12,0.398,0.408
21772,0.11,0.278,0.3,0.312
21773,0.194,0.43,0.13,0.246
21774,0.084,0.188,0.454,0.274
21775,0.278,0.27,0.224,0.228
21776,0.43,0.162,0.172,0.236
21777,0.108,0.092,0.438,0.362
21778,0.308,0.152,0.156,0.384
21779,0.442,0.148,0.106,0.304
21780,0.164,0.16,0.448,0.228
21781,0.114,0.08,0.622,0.184
21782,0.352,0.122,0.376,0.15
21783,0.266,0.164,0.162,0.408
21784,0.594,0.194,0.11,0.102
21785,0.154,0.478,0.264,0.104
21786,0.15,0.164,0.212,0.474
21787,0.134,0.578,0.07,0.218
21788,0.396,0.21,0.09,0.304
21789,0.072,0.206,0.202,0.52
21790,0.47,0.124,0.134,0.272
21791,0.248,0.198,0.144,0.41
21792,0.078,0.226,0.43,0.266
21793,0.146,0.17,0.534,0.15
21794,0.1,0.36,0.288,0.252
21795,0.27,0.11,0.436,0.184
21796,0.248,0.228,0.248,0.276
21797,0.332,0.372,0.122,0.174
21798,0.462,0.082,0.244,0.212
21799,0.15,0.164,0.196,0.49
21800,0.108,0.144,0.298,0.45
21801,0.164,0.216,0.288,0.332
21802,0.082,0.192,0.372,0.354
21803,0.13,0.112,0.438,0.32
21804,0.344,0.338,0.148,0.17
21805,0.422,0.1,0.136,0.342
21806,0.134,0.388,0.192,0.286
21807,0.144,0.382,0.126,0.348
21808,0.288,0.132,0.174,0.406
21809,0.504,0.106,0.118,0.272
21810,0.638,0.084,0.14,0.138
21811,0.172,0.526,0.214,0.088
21812,0.166,0.118,0.468,0.248
21813,0.248,0.396,0.13,0.226
21814,0.142,0.408,0.32,0.13
21815,0.312,0.148,0.284,0.256
21816,0.244,0.392,0.138,0.226
21817,0.22,0.168,0.474,0.138
21818,0.168,0.162,0.306,0.364
21819,0.232,0.182,0.13,0.456
21820,0.55,0.15,0.114,0.186
21821,0.15,0.158,0.412,0.28
21822,0.36,0.402,0.112,0.126
21823,0.13,0.312,0.328,0.23
21824,0.11,0.426,0.328,0.136
21825,0.124,0.346,0.132,0.398
21826,0.148,0.522,0.262,0.068
21827,0.12,0.174,0.572,0.134
21828,0.13,0.428,0.156,0.286
21829,0.13,0.284,0.454,0.132
21830,0.224,0.198,0.36,0.218
21831,0.198,0.302,0.116,0.384
21832,0.238,0.378,0.112,0.272
21833,0.47,0.138,0.238,0.154
21834,0.496,0.186,0.142,0.176
21835,0.14,0.364,0.176,0.32
21836,0.102,0.154,0.482,0.262
21837,0.158,0.138,0.314,0.39
21838,0.152,0.19,0.514,0.144
21839,0.104,0.482,0.15,0.264
21840,0.382,0.178,0.23,0.21
21841,0.344,0.206,0.174,0.276
21842,0.096,0.244,0.534,0.126
21843,0.404,0.106,0.184,0.306
21844,0.106,0.466,0.214,0.214
21845,0.226,0.144,0.252,0.378
21846,0.158,0.406,0.188,0.248
21847,0.454,0.106,0.218,0.222
21848,0.194,0.162,0.146,0.498
21849,0.294,0.416,0.112,0.178
21850,0.454,0.212,0.104,0.23
21851,0.186,0.54,0.098,0.176
21852,0.416,0.236,0.106,0.242
21853,0.1,0.19,0.34,0.37
21854,0.388,0.136,0.156,0.32
21855,0.134,0.33,0.13,0.406
21856,0.426,0.204,0.258,0.112
21857,0.112,0.326,0.126,0.436
21858,0.518,0.128,0.094,0.26
21859,0.422,0.118,0.152,0.308
21860,0.458,0.216,0.096,0.23
21861,0.112,0.182,0.554,0.152
21862,0.07,0.53,0.21,0.19
21863,0.114,0.344,0.178,0.364
21864,0.282,0.422,0.092,0.204
21865,0.138,0.224,0.458,0.18
21866,0.194,0.142,0.498,0.166
21867,0.116,0.106,0.22,0.558
21868,0.14,0.108,0.382,0.37
21869,0.298,0.11,0.144,0.448
21870,0.176,0.162,0.27,0.392
21871,0.542,0.178,0.12,0.16
21872,0.086,0.356,0.292,0.266
21873,0.388,0.336,0.186,0.09
21874,0.082,0.622,0.112,0.184
21875,0.35,0.296,0.092,0.262
21876,0.61,0.114,0.112,0.164
21877,0.11,0.402,0.122,0.366
21878,0.378,0.45,0.06,0.112
21879,0.204,0.21,0.16,0.426
21880,0.506,0.138,0.2,0.156
21881,0.124,0.228,0.19,0.458
21882,0.17,0.146,0.218,0.466
21883,0.11,0.232,0.194,0.464
21884,0.168,0.456,0.082,0.294
21885,0.104,0.404,0.09,0.402
21886,0.228,0.22,0.108,0.444
21887,0.136,0.104,0.436,0.324
21888,0.098,0.216,0.496,0.19
21889,0.206,0.264,0.218,0.312
21890,0.236,0.174,0.228,0.362
21891,0.314,0.202,0.306,0.178
21892,0.152,0.278,0.192,0.378
21893,0.146,0.322,0.154,0.378
21894,0.11,0.162,0.278,0.45
21895,0.108,0.158,0.53,0.204
21896,0.318,0.25,0.26,0.172
21897,0.18,0.406,0.232,0.182
21898,0.154,0.274,0.286,0.286
21899,0.198,0.19,0.458,0.154
21900,0.172,0.158,0.176,0.494
21901,0.17,0.424,0.136,0.27
21902,0.112,0.194,0.432,0.262
21903,0.13,0.132,0.494,0.244
21904,0.18,0.152,0.304,0.364
21905,0.134,0.316,0.226,0.324
21906,0.162,0.244,0.154,0.44
21907,0.134,0.242,0.186,0.438
21908,0.314,0.246,0.16,0.28
21909,0.23,0.18,0.336,0.254
21910,0.384,0.218,0.142,0.256
21911,0.236,0.456,0.176,0.132
21912,0.168,0.448,0.106,0.278
21913,0.128,0.366,0.168,0.338
21914,0.154,0.13,0.192,0.524
21915,0.192,0.214,0.322,0.272
21916,0.162,0.124,0.198,0.516
21917,0.13,0.148,0.14,0.582
21918,0.078,0.168,0.598,0.156
21919,0.246,0.076,0.552,0.126
21920,0.132,0.258,0.13,0.48
21921,0.146,0.584,0.08,0.19
21922,0.342,0.268,0.106,0.284
21923,0.144,0.128,0.184,0.544
21924,0.142,0.15,0.218,0.49
21925,0.326,0.29,0.192,0.192
21926,0.27,0.12,0.128,0.482
21927,0.12,0.184,0.398,0.298
21928,0.142,0.412,0.1,0.346
21929,0.132,0.146,0.17,0.552
21930,0.082,0.26,0.22,0.438
21931,0.114,0.224,0.188,0.474
21932,0.158,0.088,0.41,0.344
21933,0.13,0.338,0.106,0.426
21934,0.114,0.37,0.166,0.35
21935,0.15,0.198,0.174,0.478
21936,0.21,0.228,0.15,0.412
21937,0.122,0.13,0.454,0.294
21938,0.12,0.318,0.148,0.414
21939,0.114,0.27,0.154,0.462
21940,0.394,0.196,0.126,0.284
21941,0.154,0.108,0.262,0.476
21942,0.152,0.472,0.18,0.196
21943,0.138,0.296,0.14,0.426
21944,0.124,0.436,0.25,0.19
21945,0.134,0.274,0.134,0.458
21946,0.324,0.198,0.196,0.282
21947,0.426,0.208,0.154,0.212
21948,0.126,0.472,0.224,0.178
21949,0.166,0.272,0.136,0.426
21950,0.114,0.396,0.124,0.366
21951,0.136,0.234,0.332,0.298
21952,0.278,0.15,0.154,0.418
21953,0.26,0.276,0.11,0.354
21954,0.186,0.158,0.166,0.49
21955,0.28,0.134,0.198,0.388
21956,0.14,0.162,0.184,0.514
21957,0.324,0.128,0.272,0.276
21958,0.07,0.58,0.184,0.166
21959,0.14,0.198,0.14,0.522
21960,0.128,0.428,0.112,0.332
21961,0.208,0.124,0.404,0.264
21962,0.434,0.178,0.118,0.27
21963,0.116,0.518,0.234,0.132
21964,0.126,0.126,0.592,0.156
21965,0.122,0.154,0.28,0.444
21966,0.15,0.128,0.284,0.438
21967,0.436,0.124,0.22,0.22
21968,0.286,0.366,0.078,0.27
21969,0.126,0.174,0.16,0.54
21970,0.25,0.21,0.116,0.424
21971,0.146,0.294,0.452,0.108
21972,0.276,0.14,0.116,0.468
21973,0.46,0.138,0.09,0.312
21974,0.492,0.172,0.098,0.238
21975,0.132,0.1,0.272,0.496
21976,0.32,0.252,0.314,0.114
21977,0.104,0.308,0.19,0.398
21978,0.226,0.084,0.192,0.498
21979,0.216,0.188,0.092,0.504
21980,0.084,0.534,0.116,0.266
21981,0.108,0.348,0.2,0.344
21982,0.16,0.144,0.186,0.51
21983,0.114,0.106,0.284,0.496
21984,0.19,0.172,0.194,0.444
21985,0.11,0.586,0.086,0.218
21986,0.096,0.136,0.63,0.138
21987,0.126,0.226,0.198,0.45
21988,0.208,0.23,0.168,0.394
21989,0.14,0.272,0.16,0.428
21990,0.11,0.268,0.186,0.436
21991,0.26,0.186,0.156,0.398
21992,0.144,0.24,0.128,0.488
21993,0.134,0.402,0.112,0.352
21994,0.1,0.312,0.48,0.108
21995,0.096,0.17,0.27,0.464
21996,0.274,0.228,0.082,0.416
21997,0.286,0.102,0.198,0.414
21998,0.25,0.128,0.118,0.504
21999,0.148,0.584,0.112,0.156
22000,0.604,0.066,0.17,0.16
22001,0.144,0.472,0.23,0.154
22002,0.166,0.36,0.108,0.366
22003,0.116,0.204,0.446,0.234
22004,0.414,0.252,0.124,0.21
22005,0.248,0.146,0.294,0.312
22006,0.126,0.31,0.226,0.338
22007,0.25,0.46,0.108,0.182
22008,0.114,0.216,0.41,0.26
22009,0.328,0.112,0.298,0.262
22010,0.124,0.428,0.128,0.32
22011,0.09,0.272,0.346,0.292
22012,0.202,0.272,0.178,0.348
22013,0.162,0.18,0.424,0.234
22014,0.146,0.108,0.596,0.15
22015,0.122,0.122,0.358,0.398
22016,0.108,0.324,0.192,0.376
22017,0.118,0.52,0.196,0.166
22018,0.302,0.176,0.272,0.25
22019,0.29,0.12,0.258,0.332
22020,0.164,0.16,0.29,0.386
22021,0.152,0.23,0.254,0.364
22022,0.392,0.182,0.148,0.278
22023,0.27,0.168,0.302,0.26
22024,0.196,0.172,0.176,0.456
22025,0.268,0.18,0.124,0.428
22026,0.532,0.134,0.118,0.216
22027,0.306,0.13,0.132,0.432
22028,0.332,0.15,0.16,0.358
22029,0.134,0.168,0.152,0.546
22030,0.328,0.11,0.386,0.176
22031,0.184,0.182,0.108,0.526
22032,0.15,0.238,0.142,0.47
22033,0.126,0.098,0.596,0.18
22034,0.526,0.122,0.116,0.236
22035,0.2,0.168,0.12,0.512
22036,0.388,0.178,0.14,0.294
22037,0.186,0.228,0.096,0.49
22038,0.168,0.246,0.098,0.488
22039,0.378,0.26,0.158,0.204
22040,0.21,0.336,0.164,0.29
22041,0.27,0.116,0.434,0.18
22042,0.276,0.176,0.358,0.19
22043,0.228,0.462,0.146,0.164
22044,0.21,0.112,0.31,0.368
22045,0.084,0.428,0.26,0.228
22046,0.252,0.172,0.284,0.292
22047,0.182,0.284,0.256,0.278
22048,0.114,0.56,0.168,0.158
22049,0.114,0.486,0.14,0.26
22050,0.146,0.4,0.26,0.194
22051,0.218,0.184,0.454,0.144
22052,0.232,0.376,0.216,0.176
22053,0.076,0.552,0.208,0.164
22054,0.142,0.18,0.54,0.138
22055,0.212,0.298,0.394,0.096
22056,0.198,0.28,0.42,0.102
22057,0.348,0.134,0.316,0.202
22058,0.158,0.55,0.186,0.106
22059,0.332,0.424,0.068,0.176
22060,0.244,0.144,0.094,0.518
22061,0.108,0.162,0.486,0.244
22062,0.076,0.238,0.57,0.116
22063,0.068,0.616,0.146,0.17
22064,0.596,0.108,0.098,0.198
22065,0.12,0.17,0.41,0.3
22066,0.434,0.088,0.164,0.314
22067,0.41,0.178,0.102,0.31
22068,0.124,0.652,0.074,0.15
22069,0.09,0.41,0.106,0.394
22070,0.23,0.14,0.086,0.544
22071,0.322,0.138,0.088,0.452
22072,0.078,0.5,0.296,0.126
22073,0.14,0.16,0.206,0.494
22074,0.044,0.744,0.07,0.142
22075,0.134,0.2,0.21,0.456
22076,0.726,0.112,0.042,0.12
22077,0.15,0.104,0.06,0.686
22078,0.254,0.134,0.128,0.484
22079,0.386,0.112,0.118,0.384
22080,0.134,0.118,0.474,0.274
22081,0.102,0.546,0.108,0.244
22082,0.484,0.138,0.126,0.252
22083,0.082,0.488,0.122,0.308
22084,0.168,0.172,0.114,0.546
22085,0.254,0.088,0.192,0.466
22086,0.14,0.282,0.104,0.474
22087,0.108,0.08,0.276,0.536
22088,0.122,0.252,0.122,0.504
22089,0.076,0.466,0.152,0.306
22090,0.108,0.176,0.236,0.48
22091,0.09,0.108,0.606,0.196
22092,0.464,0.19,0.106,0.24
22093,0.104,0.168,0.44,0.288
22094,0.146,0.098,0.328,0.428
22095,0.118,0.182,0.162,0.538
22096,0.128,0.09,0.544,0.238
22097,0.404,0.126,0.114,0.356
22098,0.27,0.148,0.44,0.142
22099,0.168,0.34,0.138,0.354
22100,0.118,0.21,0.504,0.168
22101,0.406,0.202,0.17,0.222
22102,0.144,0.35,0.178,0.328
22103,0.286,0.196,0.208,0.31
22104,0.296,0.218,0.148,0.338
22105,0.11,0.304,0.156,0.43
22106,0.49,0.15,0.142,0.218
22107,0.144,0.158,0.454,0.244
22108,0.27,0.184,0.248,0.298
22109,0.294,0.364,0.11,0.232
22110,0.164,0.15,0.162,0.524
22111,0.348,0.184,0.184,0.284
22112,0.104,0.24,0.388,0.268
22113,0.13,0.432,0.158,0.28
22114,0.17,0.142,0.202,0.486
22115,0.204,0.174,0.158,0.464
22116,0.108,0.248,0.406,0.238
22117,0.166,0.194,0.456,0.184
22118,0.53,0.146,0.126,0.198
22119,0.108,0.552,0.1,0.24
22120,0.116,0.116,0.476,0.292
22121,0.126,0.224,0.168,0.482
22122,0.13,0.224,0.544,0.102
22123,0.082,0.51,0.124,0.284
22124,0.118,0.324,0.248,0.31
22125,0.234,0.126,0.176,0.464
22126,0.172,0.1,0.238,0.49
22127,0.508,0.114,0.152,0.226
22128,0.378,0.206,0.184,0.232
22129,0.146,0.114,0.228,0.512
22130,0.126,0.216,0.52,0.138
22131,0.538,0.138,0.17,0.154
22132,0.134,0.24,0.36,0.266
22133,0.104,0.118,0.546,0.232
22134,0.232,0.116,0.15,0.502
22135,0.522,0.124,0.114,0.24
22136,0.216,0.336,0.074,0.374
22137,0.128,0.32,0.264,0.288
22138,0.16,0.47,0.072,0.298
22139,0.132,0.326,0.252,0.29
22140,0.05,0.098,0.488,0.364
22141,0.05,0.2,0.366,0.384
22142,0.156,0.056,0.538,0.25
22143,0.06,0.416,0.172,0.352
22144,0.04,0.152,0.678,0.13
22145,0.094,0.08,0.484,0.342
22146,0.09,0.066,0.492,0.352
22147,0.186,0.066,0.38,0.368
22148,0.508,0.068,0.042,0.382
22149,0.056,0.502,0.05,0.392
22150,0.09,0.064,0.706,0.14
22151,0.098,0.06,0.55,0.292
22152,0.132,0.062,0.056,0.75
22153,0.054,0.414,0.408,0.124
22154,0.026,0.566,0.054,0.354
22155,0.14,0.252,0.238,0.37
22156,0.102,0.498,0.178,0.222
22157,0.1,0.386,0.342,0.172
22158,0.122,0.336,0.11,0.432
22159,0.112,0.274,0.444,0.17
22160,0.148,0.226,0.11,0.516
22161,0.104,0.276,0.176,0.444
22162,0.108,0.172,0.486,0.234
22163,0.348,0.12,0.124,0.408
22164,0.086,0.112,0.562,0.24
22165,0.096,0.464,0.164,0.276
22166,0.45,0.344,0.106,0.1
22167,0.442,0.244,0.16,0.154
22168,0.162,0.116,0.488,0.234
22169,0.402,0.096,0.154,0.348
22170,0.058,0.28,0.504,0.158
22171,0.084,0.34,0.344,0.232
22172,0.17,0.114,0.128,0.588
22173,0.152,0.544,0.07,0.234
22174,0.39,0.192,0.168,0.25
22175,0.122,0.408,0.136,0.334
22176,0.24,0.15,0.222,0.388
22177,0.194,0.126,0.164,0.516
22178,0.358,0.268,0.15,0.224
22179,0.11,0.282,0.094,0.514
22180,0.206,0.144,0.41,0.24
22181,0.122,0.47,0.158,0.25
22182,0.378,0.12,0.2,0.302
22183,0.186,0.472,0.118,0.224
22184,0.22,0.084,0.15,0.546
22185,0.24,0.242,0.078,0.44
22186,0.126,0.416,0.128,0.33
22187,0.172,0.254,0.098,0.476
22188,0.284,0.21,0.206,0.3
22189,0.158,0.112,0.358,0.372
22190,0.124,0.428,0.136,0.312
22191,0.228,0.138,0.422,0.212
22192,0.114,0.13,0.202,0.554
22193,0.114,0.184,0.192,0.51
22194,0.254,0.218,0.094,0.434
22195,0.24,0.46,0.176,0.124
22196,0.25,0.162,0.128,0.46
22197,0.104,0.448,0.102,0.346
22198,0.14,0.13,0.16,0.57
22199,0.584,0.11,0.118,0.188
22200,0.442,0.096,0.106,0.356
22201,0.148,0.558,0.096,0.198
22202,0.506,0.19,0.088,0.216
22203,0.524,0.176,0.114,0.186
22204,0.172,0.218,0.072,0.538
22205,0.264,0.168,0.23,0.338
22206,0.108,0.126,0.314,0.452
22207,0.11,0.11,0.308,0.472
22208,0.326,0.212,0.13,0.332
22209,0.192,0.146,0.108,0.554
22210,0.104,0.158,0.152,0.586
22211,0.114,0.218,0.1,0.568
22212,0.084,0.3,0.306,0.31
22213,0.172,0.23,0.196,0.402
22214,0.106,0.212,0.374,0.308
22215,0.116,0.2,0.49,0.194
22216,0.506,0.16,0.132,0.202
22217,0.082,0.214,0.41,0.294
22218,0.112,0.234,0.13,0.524
22219,0.272,0.104,0.134,0.49
22220,0.59,0.118,0.12,0.172
22221,0.12,0.16,0.182,0.538
22222,0.57,0.14,0.14,0.15
22223,0.182,0.276,0.094,0.448
22224,0.176,0.138,0.186,0.5
22225,0.536,0.182,0.102,0.18
22226,0.108,0.116,0.584,0.192
22227,0.402,0.194,0.224,0.18
22228,0.086,0.514,0.104,0.296
22229,0.186,0.33,0.08,0.404
22230,0.228,0.126,0.484,0.162
22231,0.6,0.126,0.126,0.148
22232,0.382,0.186,0.128,0.304
22233,0.144,0.156,0.298,0.402
22234,0.302,0.442,0.068,0.188
22235,0.352,0.126,0.134,0.388
22236,0.614,0.092,0.128,0.166
22237,0.306,0.128,0.196,0.37
22238,0.086,0.214,0.466,0.234
22239,0.124,0.552,0.16,0.164
22240,0.102,0.248,0.26,0.39
22241,0.198,0.226,0.16,0.416
22242,0.42,0.176,0.086,0.318
22243,0.09,0.46,0.114,0.336
22244,0.254,0.522,0.054,0.17
22245,0.46,0.118,0.11,0.312
22246,0.11,0.446,0.14,0.304
22247,0.108,0.158,0.442,0.292
22248,0.39,0.132,0.362,0.116
22249,0.096,0.136,0.342,0.426
22250,0.378,0.152,0.176,0.294
22251,0.102,0.122,0.294,0.482
22252,0.146,0.088,0.484,0.282
22253,0.196,0.408,0.09,0.306
22254,0.096,0.1,0.324,0.48
22255,0.122,0.096,0.21,0.572
22256,0.22,0.08,0.2,0.5
22257,0.438,0.102,0.176,0.284
22258,0.082,0.322,0.352,0.244
22259,0.18,0.102,0.15,0.568
22260,0.096,0.112,0.222,0.57
22261,0.118,0.102,0.346,0.434
22262,0.344,0.198,0.092,0.366
22263,0.096,0.188,0.084,0.632
22264,0.356,0.19,0.108,0.346
22265,0.206,0.138,0.442,0.214
22266,0.148,0.074,0.252,0.526
22267,0.09,0.076,0.386,0.448
22268,0.246,0.15,0.106,0.498
22269,0.224,0.54,0.112,0.124
22270,0.192,0.172,0.332,0.304
22271,0.17,0.236,0.394,0.2
22272,0.172,0.45,0.084,0.294
22273,0.26,0.26,0.236,0.244
22274,0.174,0.46,0.098,0.268
22275,0.096,0.476,0.156,0.272
22276,0.132,0.228,0.296,0.344
22277,0.286,0.17,0.41,0.134
22278,0.108,0.268,0.346,0.278
22279,0.456,0.198,0.116,0.23
22280,0.294,0.106,0.154,0.446
22281,0.592,0.122,0.128,0.158
22282,0.106,0.288,0.47,0.136
22283,0.148,0.184,0.228,0.44
22284,0.284,0.18,0.398,0.138
22285,0.116,0.32,0.112,0.452
22286,0.158,0.094,0.42,0.328
22287,0.346,0.194,0.1,0.36
22288,0.356,0.23,0.17,0.244
22289,0.2,0.48,0.144,0.176
22290,0.268,0.172,0.34,0.22
22291,0.46,0.194,0.132,0.214
22292,0.35,0.218,0.178,0.254
22293,0.226,0.426,0.126,0.222
22294,0.322,0.258,0.188,0.232
22295,0.21,0.25,0.422,0.118
22296,0.268,0.208,0.214,0.31
22297,0.22,0.234,0.368,0.178
22298,0.174,0.25,0.41,0.166
22299,0.172,0.418,0.204,0.206
