"No","Ch1","Ch2","Ch3","Ch4","Choice"
221,0.204822272317088,0.0623397867931004,0.39335638190697,0.339481558982841,3
234,0.418867902186052,0.065545962676578,0.225859415576602,0.289726719560767,4
237,0.0953047693183558,0.198883145739606,0.082204532196691,0.623607552745347,4
238,0.0707854593292566,0.0884343690132778,0.57934518365064,0.261434988006825,4
239,0.290970095915165,0.0519287597009143,0.437983937523941,0.219117206859979,4
250,0.0725411342616675,0.220796965430312,0.571691373423276,0.134970526884744,3
254,0.397993001162762,0.441944996415601,0.0485391614643432,0.111522840957294,4
255,0.0606164288767956,0.41500693513928,0.232750745177813,0.291625890806112,4
257,0.156626236223793,0.133091798347576,0.565087144527237,0.145194820901395,3
267,0.0762311848647632,0.221387959607562,0.520006853025205,0.18237400250247,2
270,0.0967248406606813,0.337417195356381,0.142158937056932,0.423699026926006,2
271,0.198413958889979,0.553076250309788,0.122970831897484,0.125538958902749,1
278,0.11544040022642,0.59069366715628,0.130247379256754,0.163618553360546,2
280,0.270830210778827,0.149625999729389,0.255502273014006,0.324041516477778,3
281,0.455063579596926,0.180188791531388,0.132889407772685,0.231858221099001,1
282,0.113808596846888,0.155200510296027,0.455629616573865,0.275361276283219,3
288,0.297056810934893,0.0778788421042462,0.332324640011743,0.292739706949118,3
290,0.152106341722523,0.257778223645456,0.216204656191803,0.373910778440218,4
293,0.177178076153156,0.302407243924952,0.195501497259635,0.324913182662258,4
294,0.348705881284434,0.158901246448731,0.0701799280929976,0.422212944173837,4
295,0.390896433675452,0.184041859804242,0.0652245633459638,0.359837143174342,1
299,0.0428962739531259,0.5121907822572,0.174691733629775,0.2702212101599,2
301,0.0253395381958175,0.36478141006495,0.431411719373211,0.178467332366022,3
304,0.178047206881281,0.0828053121465838,0.335141325747034,0.404006155225101,4
307,0.363066919679902,0.248536765764537,0.201888676620063,0.186507637935498,3
308,0.248361463183963,0.229409134391092,0.0607789519664329,0.461450450458512,2
310,0.239778943667231,0.0972108251920958,0.487447286462853,0.175562944677819,1
317,0.32647703341921,0.409750140541229,0.0916862496044373,0.172086576435124,2
318,0.0651228797761084,0.566346872537828,0.113369515527437,0.255160732158627,2
319,0.0803907382845863,0.452323942175562,0.0634345930929459,0.403850726446906,4
324,0.0333467308241953,0.545038590133054,0.240500961768073,0.181113717274677,2
329,0.363510471310919,0.0946201036488421,0.376182499431204,0.165686925609035,4
336,0.0476163757607522,0.378612814130137,0.346588605217635,0.227182204891476,4
337,0.132554968261975,0.0439083433759788,0.701487266583697,0.122049421778349,3
339,0.203769092420669,0.435842019253633,0.288494276611994,0.071894611713704,2
344,0.173463371453543,0.109969232787599,0.513227244335641,0.203340151423218,1
347,0.067012466940083,0.476133399728714,0.110947977101798,0.345906156229405,2
351,0.114995752247091,0.494583859031227,0.109857064837155,0.280563323884527,1
353,0.22355378807185,0.278599862241275,0.23876921953817,0.259077130148704,3
363,0.114692656830696,0.136037368054523,0.159825730794912,0.589444244319869,4
364,0.270130349604822,0.0807364591936771,0.536116550098531,0.11301664110297,1
366,0.209080198827736,0.14375425608408,0.523839460155347,0.123326084932837,4
369,0.110139576098907,0.197070276044105,0.54700365844655,0.145786489410437,4
370,0.323200405184399,0.124306237913558,0.168529101407934,0.383964255494109,4
388,0.336652517946793,0.326483103237001,0.162206660802996,0.17465771801321,1
390,0.161557297907562,0.54233052731582,0.0990503609362599,0.197061813840358,2
393,0.097044062051688,0.540207693285199,0.100334937699314,0.262413306963799,2
399,0.290314419036526,0.32613494011945,0.151040626975274,0.23251001386875,1
401,0.295307170475225,0.0463333548487803,0.286296577677051,0.372062896998944,4
403,0.0467631237633228,0.668306273503038,0.0230680834703525,0.261862519263287,4
405,0.0396895623501348,0.3177134790445,0.140786513669359,0.501810444936006,4
409,0.0788963125896848,0.400344664834575,0.0529507015397082,0.467808321036032,4
419,0.408835614034309,0.32059282260466,0.0419853296428057,0.228586233718225,2
425,0.0783576227103663,0.312685938712363,0.151580898589847,0.457375539987424,3
426,0.189747602469348,0.445832058484363,0.0877826419777935,0.276637697068496,2
427,0.306745935585852,0.437853101711725,0.108682218260088,0.146718744442335,2
429,0.566903341364517,0.056993655183081,0.108958330733239,0.267144672719163,3
430,0.102815147661077,0.190799471804581,0.305921282785056,0.400464097749286,3
432,0.198959603649388,0.0980432743907163,0.202538338042043,0.500458783917853,4
438,0.16288452149435,0.079099298304488,0.142802008209878,0.615214171991284,1
439,0.153564637456966,0.0523323609403914,0.305889783482669,0.488213218119974,3
443,0.107478391635247,0.258982118898282,0.0879427180235742,0.545596771442897,4
448,0.0362794252067138,0.0391448106655358,0.365068907370271,0.55950685675748,3
461,0.383823300452911,0.291199954463197,0.215990072477446,0.108986672606446,4
465,0.254128674110851,0.0587286781085659,0.492385383855128,0.194757263925455,1
468,0.415575296969832,0.0587642212752861,0.284232406914932,0.24142807483995,4
475,0.0755461435748086,0.296386697647128,0.529284732502497,0.0987824262755667,3
482,0.136306221989022,0.188737627421431,0.207293808311244,0.467662342278303,4
491,0.0489819227663955,0.188762332796999,0.466160171465086,0.296095572971519,4
494,0.632626674519375,0.0437974140897672,0.0582199155169309,0.265355995873927,1
510,0.116232774458801,0.474553874097348,0.188595904911083,0.220617446532768,4
521,0.0462381461764147,0.575398851211424,0.197633329768987,0.180729672843174,2
526,0.0751821024410212,0.0691589183734501,0.593449196683123,0.262209782502406,3
534,0.0803064230920906,0.597622218849001,0.0800332709470262,0.242038087111882,2
543,0.0678113772675203,0.467407268903901,0.304347370591666,0.160433983236913,1
553,0.467768660477699,0.215098170754156,0.0999082439258597,0.217224924842285,4
563,0.10896541054313,0.461504518151025,0.220416399891784,0.209113671414061,4
573,0.047163986449954,0.322519575706695,0.520343996742853,0.109972441100498,4
584,0.181288315222552,0.0574034958410156,0.622630825666624,0.138677363269808,3
587,0.377073362306357,0.0565735376846943,0.210532097935267,0.355821002073682,4
588,0.112872501717007,0.102454542614941,0.156018178623815,0.628654777044236,4
591,0.598137552878498,0.133579607476719,0.0602300213003857,0.208052818344398,4
600,0.0893014946142087,0.683517823533023,0.117105802065291,0.110074879787477,2
615,0.145621535403432,0.305302859869223,0.144441848192837,0.404633756534508,3
620,0.0767968279870111,0.481610225958338,0.313551450683402,0.128041495371248,2
632,0.0807221955406573,0.104070442296056,0.502789501954258,0.312417860209029,4
634,0.147043248178283,0.423158899795979,0.235412485801862,0.194385366223876,2
646,0.209522871779869,0.129152690323465,0.0927545143005407,0.568569923596125,4
647,0.412794079753893,0.0291407005865514,0.437130675629996,0.12093454402956,3
650,0.327756128480294,0.439974261849807,0.0232519465734614,0.209017663096438,2
656,0.478537036373465,0.0858154146273849,0.154067280482909,0.281580268516241,3
660,0.41668791509863,0.0895867965147007,0.311426336403385,0.182298951983285,1
669,0.329007455941656,0.259708701289965,0.185717211858776,0.225566630909603,2
673,0.302833022320667,0.0534910509208296,0.0693554809105218,0.574320445847981,1
677,0.190135534701019,0.431607103586786,0.219305278475522,0.158952083236673,3
678,0.519328432387244,0.0387662200800321,0.177231947955735,0.264673399576989,3
681,0.205676931591255,0.0650694518395152,0.50733973203667,0.22191388453256,4
689,0.162827619401128,0.517272561999171,0.1047039698497,0.215195848750001,2
692,0.0607442568510712,0.70304209175176,0.0417399806043337,0.194473670792836,3
693,0.35468130395517,0.0915382147306106,0.285064751838568,0.268715729475651,4
694,0.170433382460849,0.516460434019011,0.0597129130603522,0.253393270459788,4
701,0.0638010727793623,0.56249210137819,0.123562182021952,0.250144643820496,4
709,0.224856026581356,0.156532787197286,0.277273553109703,0.341337633111655,2
723,0.180069519534513,0.537085190791292,0.0486172936908796,0.234227995983315,4
724,0.141742264560385,0.603428784965291,0.0550294309452386,0.199799519529086,3
725,0.301932501915213,0.297682319427917,0.289491722727917,0.110893455928953,4
729,0.275479977279485,0.492938155100169,0.051282760819053,0.180299106801293,4
733,0.0982535035997195,0.303173219545768,0.388422205244324,0.210151071610188,4
734,0.1813200056874,0.356684370754536,0.342967556510383,0.119028067047681,4
735,0.357155583143959,0.0385901316363162,0.313384819836552,0.290869465383173,3
739,0.0779645188125386,0.712351979700517,0.0369782539080636,0.172705247578881,4
743,0.226337991198181,0.155770512401334,0.217741017313233,0.400150479087252,3
748,0.386161496990889,0.171698183934374,0.0232866969804309,0.418853622094307,1
750,0.110416751284561,0.166173644575468,0.431586784330352,0.291822819809618,3
753,0.116954433984033,0.229962073978248,0.0685370409260463,0.584546451111672,4
759,0.414348060185625,0.0786653671794084,0.204552119388436,0.302434453246531,1
761,0.255867660181347,0.477282669812682,0.131863043149141,0.13498662685683,1
764,0.117726528382563,0.307887224353947,0.43621633668161,0.13816991058188,1
767,0.04711713906982,0.496981195185013,0.267675646054843,0.188226019690324,3
769,0.27770802385827,0.0467135593989682,0.381795629943484,0.293782786799277,3
773,0.548086627175464,0.0505991126007515,0.0688598924319777,0.332454367791807,1
780,0.68260115631534,0.198797334225476,0.0285962102810291,0.0900052991781553,1
782,0.155797312550231,0.0925217885379514,0.586427431882803,0.165253467029015,4
783,0.22355648315022,0.199713753431349,0.161590389533474,0.415139373884957,1
791,0.248180365705515,0.550345606559662,0.0712842582875805,0.130189769447243,2
794,0.581177896189019,0.203131904627984,0.0740002738120561,0.14168992537094,1
797,0.134863826449722,0.159742286559928,0.521949574396475,0.183444312593875,3
805,0.47221962795277,0.0833549367390367,0.07208801409461,0.372337421213583,1
806,0.0938440618995525,0.429967451593383,0.197774619438129,0.278413867068936,3
814,0.0524008712907656,0.436657729070305,0.214897445267832,0.296043954371098,3
825,0.331427636269753,0.247708705843624,0.116936145299745,0.303927512586879,1
826,0.128465317363609,0.0781997886924707,0.135419693151494,0.657915200792427,1
827,0.360328576307551,0.0791796897242758,0.251946770800068,0.308544963168106,1
842,0.476999075333306,0.125941348797117,0.201216703745355,0.195842872124222,1
844,0.409292570432516,0.156301153175262,0.282547184169492,0.151859092222729,1
846,0.123902615116654,0.169697087772366,0.470702183921893,0.235698113189087,3
847,0.100538375413414,0.509076153726095,0.167183887113913,0.223201583746578,2
851,0.371497619008943,0.226848898371003,0.283161187374226,0.118492295245828,1
856,0.038780373935384,0.261249541613379,0.07630092536621,0.623669159085027,4
857,0.285743700982166,0.128223590891371,0.345686006146583,0.24034670197988,1
858,0.0964792212533422,0.315230799454139,0.101431259875337,0.486858719417182,2
866,0.0501174128388253,0.242166268562914,0.102790332938187,0.604925985660074,4
869,0.126804252429382,0.0764373763068593,0.0841914952164574,0.712566876047301,4
892,0.204905390099438,0.141563271176296,0.398063066592606,0.25546827213166,4
895,0.0297374388607498,0.317305243894629,0.391428800547826,0.261528516696796,4
900,0.247464943905898,0.278033844865905,0.0523272887076033,0.422173922520594,4
901,0.12986746258915,0.243871273588414,0.0742645674242296,0.551996696398206,2
902,0.304213677208815,0.0527300197028449,0.442613063408597,0.200443239679743,4
903,0.105594988332566,0.0328306750248156,0.609053589989884,0.252520746652734,4
905,0.0384058538830601,0.256325169175695,0.302210159803832,0.403058817137412,4
907,0.455710559463484,0.0400445563891718,0.164148273293507,0.340096610853837,4
908,0.0675357472429066,0.616290434482938,0.0589335753694681,0.257240242904688,2
921,0.0253912578172266,0.417559510258046,0.361307339637994,0.195741892286734,2
924,0.422552694081157,0.12715106438189,0.169215200334889,0.281081041202065,3
931,0.495850811334475,0.103814044589222,0.231510641905226,0.168824502171077,1
939,0.392447924908619,0.336517281103239,0.0374910574901623,0.23354373649798,1
953,0.234742935285122,0.0380497346123456,0.340447937724294,0.386759392378238,4
954,0.106022608666096,0.464170678299587,0.0706820321603433,0.359124680873973,4
956,0.575100506634344,0.0510106942253294,0.0477495482374446,0.326139250902882,1
959,0.130060155874447,0.237563192030952,0.124413574759094,0.507963077335508,4
963,0.480910534164245,0.0668695649623609,0.0980831211594713,0.354136779713923,1
966,0.153395481954894,0.0521338666072567,0.391174588631391,0.403296062806458,4
969,0.13734529852446,0.140152055721775,0.0598080732814062,0.662694572472359,4
973,0.290154502391727,0.197918296893465,0.0602007905784561,0.451726410136352,1
974,0.108154299608302,0.199263976142675,0.15135421417884,0.541227510070183,3
975,0.0777428187622019,0.175066882388836,0.210052552289251,0.537137746559711,3
977,0.163985463767839,0.0591077379613344,0.119439917109097,0.657466881161731,4
980,0.0818551111221422,0.329550729310499,0.154646164108112,0.433947995459247,2
981,0.275498075739249,0.408277161461649,0.0174070294827871,0.298817733316314,2
991,0.0267376270312095,0.253769164417482,0.488896568167385,0.230596640383924,3
995,0.256022428027104,0.24299350034426,0.245037862846967,0.255946208781669,4
999,0.053669348354367,0.0820985350879421,0.113007780728339,0.751224335829352,3
1004,0.0378332403475978,0.136696266494504,0.387011632739302,0.438458860418596,3
1005,0.373676546348053,0.0446027605293142,0.1322235029847,0.449497190137933,4
1010,0.168004461682469,0.152595022812926,0.0781004600086568,0.601300055495948,4
1011,0.531009524120177,0.0375688555098421,0.054615805542952,0.376805814827028,1
1016,0.27977512973789,0.0389018323986485,0.390299065973871,0.29102397188959,4
1018,0.229982798088979,0.0911795208234346,0.227329334863223,0.451508346224363,4
1021,0.099511257215942,0.446417079260307,0.0641920813341525,0.389879582189599,2
1025,0.160393590872273,0.0828694171833746,0.316264621686652,0.440472370257701,4
1026,0.0409188546661765,0.0535181348568718,0.432143036269009,0.473419974207942,4
1028,0.101503671004767,0.0888083145738022,0.603358947594471,0.20632906682696,4
1032,0.363893072707483,0.146658561600856,0.222011333339223,0.267437032352438,4
1033,0.310691099757036,0.0412618571988114,0.262691256126115,0.385355786918038,1
1046,0.212847570991515,0.278449532303701,0.218903350639838,0.289799546064946,2
1052,0.132389145518014,0.0566293541093802,0.363294670014364,0.447686830358241,4
1057,0.0833489523390512,0.250429496650875,0.293413316932678,0.372808234077395,3
1062,0.12477860864014,0.460547504238038,0.0707100649174169,0.343963822204404,2
1064,0.331934656138952,0.130547868628613,0.0895673240529751,0.447950151179459,1
1074,0.227662258810922,0.438127370816552,0.0363345487127025,0.297875821659824,4
1086,0.032991933652948,0.744213700115623,0.166130628872016,0.056663737359413,3
1087,0.455918102455465,0.182425049020707,0.308541611242841,0.0531152372809873,2
1091,0.451798306988747,0.331786273631536,0.130838357341451,0.085577062038267,2
1092,0.0474720351005911,0.512180679837622,0.304352983214071,0.135994301847716,3
1093,0.722622078670526,0.0868395623787701,0.103807237256744,0.0867311216939602,2
1097,0.105718220212113,0.808198346352242,0.0373820306493055,0.0487014027863402,3
1103,0.604175920071739,0.0460014927980286,0.11123555914748,0.238587027982753,2
1104,0.0586592575666133,0.582570378645595,0.127883983670372,0.23088638011742,1
1105,0.148138920456988,0.429129846876569,0.169627051872386,0.253104180794056,2
1108,0.128440873863791,0.624396940890472,0.0378278336868977,0.209334351558839,4
1112,0.132876475100597,0.338615136925159,0.21145427886259,0.317054109111654,2
1114,0.322352044549148,0.0298927684558455,0.471256270376787,0.17649891661822,4
1119,0.175798652812391,0.232191502154541,0.241191356901423,0.350818488131645,3
1120,0.457988843194784,0.15124799956089,0.268506974868033,0.122256182376293,2
1124,0.0617470469502347,0.472052300631701,0.150642917673453,0.315557734744611,2
1128,0.034500174069601,0.213309886600784,0.458402348642834,0.29378759068678,2
1130,0.207730276439675,0.177466002359682,0.182682305389388,0.432121415811254,2
1131,0.040890472792959,0.130848812690566,0.447235841357191,0.381024873159284,3
1133,0.231311218391225,0.372777741321822,0.115788778186373,0.28012226210058,2
1139,0.230784078573275,0.226485766727214,0.157239824597728,0.385490330101783,1
1140,0.0429886069258603,0.626697906167261,0.0359623338864094,0.29435115302047,2
1143,0.210736552885158,0.0383914065932246,0.034071303645775,0.716800736875842,1
1149,0.0761261627895932,0.106935227014229,0.224404269753225,0.592534340442953,1
1151,0.217825400726621,0.237441761404705,0.0819562868747679,0.462776550993906,1
1155,0.0918250330397584,0.242449620575713,0.0465805284262867,0.619144817958242,2
1158,0.0270431780795724,0.351165777893449,0.0975390924654976,0.524251951561481,2
1175,0.317793884249081,0.373940015337385,0.0199057306757815,0.288360369737752,4
1178,0.0985509613734359,0.407707879208875,0.0260770204187006,0.467664138998988,4
1184,0.365001112766847,0.240873782594615,0.131030162118569,0.263094942519969,4
1189,0.115941726574878,0.306550117909306,0.118146730944537,0.459361424571278,4
1190,0.0581976536385133,0.157462577625438,0.633366412589792,0.150973356146256,1
1197,0.234065410344103,0.366655247555157,0.220214376362702,0.179064965738038,2
1198,0.470301642455143,0.0710652917979298,0.22290257220076,0.235730493546167,3
1202,0.0437424274504362,0.331659419646716,0.343707024259742,0.280891128643105,3
1209,0.0545123590585744,0.102514987645932,0.137312296837987,0.705660356457507,4
1210,0.353005885294794,0.0410731960357428,0.0404164494254724,0.56550446924399,4
1217,0.670854156211249,0.0225234645438658,0.159714075125529,0.146908304119356,1
1224,0.32171080567832,0.28169288667472,0.243904443664167,0.152691863982793,1
1226,0.161907614039473,0.312710842750809,0.194242214800255,0.331139328409464,2
1229,0.217197906402399,0.492921079360033,0.0411597810320139,0.248721233205555,2
1236,0.125257653208164,0.0661860633545638,0.262055017193937,0.546501266243336,3
1242,0.186989951203851,0.36739430785279,0.041758892970664,0.403856847972695,2
1248,0.522944509605742,0.0981591170688076,0.0357640453905394,0.343132327934911,1
1249,0.0703625675268218,0.0328064560240952,0.491360539711306,0.405470436737777,3
1256,0.47709909697797,0.299771298711829,0.0160436519476122,0.207085952362589,1
1258,0.130738464145963,0.150016562355942,0.398114193445968,0.321130780052127,3
1259,0.223904546404189,0.0695059863800338,0.120175789590977,0.5864136776248,4
1269,0.426940901591392,0.138065775764585,0.137506939798979,0.297486382845043,1
1273,0.527950880439815,0.0443400910456266,0.0411634662145279,0.386545562300031,1
1278,0.121824517244834,0.575630339322067,0.192466665636938,0.11007847779616,2
1282,0.587368543561765,0.0861477621736596,0.11867560257866,0.207808091685915,4
1289,0.308975846096961,0.227364081324087,0.10153408300103,0.362125989577921,3
1295,0.180839509400777,0.120228163801681,0.0465150772350402,0.652417249562502,3
1296,0.385167217238258,0.106735283019661,0.0509012547500235,0.457196244992058,3
1298,0.148156710189859,0.0640359928192372,0.382663975780181,0.405143321210723,3
1302,0.4891575124311,0.154297920917005,0.112154626138118,0.244389940513776,3
1306,0.557837876465765,0.0591172484253043,0.0316615172706165,0.351383357838314,3
1310,0.150882651841193,0.103971679189347,0.0572963876466541,0.687849281322806,3
1311,0.317612575704206,0.185513936006336,0.097302151514875,0.399571336774583,3
1312,0.342304755137588,0.254293542490015,0.182831572762812,0.220570129609585,1
1338,0.247759699493728,0.355080276272155,0.30291072245452,0.0942493017795969,4
1342,0.191007880833653,0.602800749261652,0.0966271141374725,0.109564255767223,2
1346,0.0602629751509986,0.436126590254818,0.250102227106772,0.253508207487412,3
1363,0.382404273849815,0.177801222807141,0.0543884403705717,0.385406062972473,4
1367,0.368697682649801,0.0978192549472428,0.312483875978346,0.22099918642461,3
1373,0.119141251753526,0.469559906150493,0.118258203061935,0.293040639034046,4
1376,0.135379888213119,0.533504623417129,0.154953127612998,0.176162360756755,2
1382,0.155826558050662,0.364034197545215,0.112807554866347,0.367331689537776,4
1389,0.346442769074776,0.0413528104670996,0.186201010098715,0.426003410359409,4
1403,0.454761960505128,0.0913282055112182,0.104285464009063,0.349624369974591,4
1408,0.228728943103225,0.199089360674813,0.0327657733871975,0.539415922834765,4
1418,0.0601146657571421,0.508218196725083,0.0533707392539373,0.378296398263838,4
1421,0.0359731478466007,0.595391380147762,0.0330478888754436,0.335587583130194,2
1433,0.340392645267727,0.113697488096401,0.441790011706528,0.104119854929344,2
1438,0.0642741834750536,0.543219262450579,0.276986622957739,0.115519931116629,3
1443,0.0660104641433745,0.586700804912493,0.135255381715151,0.212033349228981,2
1444,0.183316201226115,0.264449348047112,0.319488579066204,0.232745871660569,3
1456,0.659495384140037,0.0386138654462779,0.0804949846837132,0.221395765729972,1
1457,0.19648675854042,0.0828772042864745,0.493958310873627,0.226677726299478,1
1466,0.050367232722651,0.0478285716678283,0.419563762169074,0.482240433440446,3
1469,0.120829309463119,0.0918617601745264,0.417055357227619,0.370253573134736,3
1470,0.0687628251187842,0.0644449274372423,0.499874439308147,0.366917808135826,3
1475,0.0694950622941705,0.0677720487889667,0.178706353932361,0.684026534984502,4
1486,0.17788139703139,0.637380921543894,0.0403416705355882,0.144396010889128,1
1489,0.461702389925194,0.103461339827875,0.290577511822811,0.14425875842412,3
1495,0.0353530651785938,0.815403381137309,0.0367943200165884,0.112449233667509,2
1505,0.232586542444281,0.118433553106123,0.446648589820904,0.202331314628692,3
1512,0.352471073472127,0.263685858616335,0.0995359567003741,0.284307111211163,4
1516,0.319273015391472,0.490803223233208,0.0996909788345654,0.0902327825407547,1
1517,0.0656852848906837,0.105775098200981,0.48547100788833,0.343068609020005,4
1518,0.0922817946583673,0.183563743870252,0.586002949787788,0.138151511683592,3
1520,0.192977457104217,0.409017779363344,0.13387378826116,0.264130975271279,4
1526,0.104777702945152,0.134844752151424,0.408970238754095,0.351407306149329,2
1534,0.341149908235942,0.319825306877982,0.287640722278074,0.0513840626080016,2
1535,0.0945672251107893,0.0812934280903215,0.738774850391295,0.0853644964075939,3
1540,0.252974843185342,0.166007630160721,0.251617588128731,0.329399938525206,4
1543,0.102555690416892,0.0609194313731914,0.319929716339114,0.516595161870803,4
1547,0.252222394667739,0.0857813653106283,0.0648934019856261,0.597102838036006,4
1548,0.046839886620921,0.189247622264788,0.235845471260751,0.52806701985354,4
1552,0.0284036420937363,0.552967632926778,0.0570154808396708,0.361613244139815,2
1554,0.247095061589349,0.15193717550654,0.0967246790496123,0.504243083854499,4
1559,0.0528177113847524,0.498084898873735,0.049974204636972,0.39912318510454,2
1573,0.0439175979818502,0.23768873666167,0.347722956431303,0.370670708925177,3
1574,0.0468306179159754,0.0638381268917721,0.625990924018846,0.263340331173407,3
1575,0.0814202694488592,0.602543676632259,0.141079914480976,0.174956139437906,2
1578,0.022596425800835,0.027113017693717,0.733955905608278,0.21633465089717,3
1581,0.43700917834681,0.114506994500051,0.274681168882905,0.173802658270233,1
1593,0.418901866905999,0.171856636330244,0.253087562328179,0.156153934435578,1
1595,0.230695208868864,0.468921362353184,0.0487422229098226,0.251641205868129,2
1598,0.0353813725726644,0.420241918428747,0.458313259274928,0.0860634497236611,2
1602,0.255257274790351,0.11833579220364,0.170004293309197,0.456402639696813,3
1606,0.0589024973196083,0.384170682822137,0.493945329490008,0.0629814903682465,2
1614,0.0865524419661938,0.0593260819988185,0.716798948698269,0.137322527336719,2
1618,0.0581642915031692,0.0738291095455782,0.417842943013297,0.450163655937955,4
1635,0.289179678487819,0.452233941998949,0.182791289518499,0.075795089994732,2
1636,0.182546436317534,0.343535587069698,0.0477815603112441,0.426136416301523,1
1639,0.273802016625979,0.281588386891083,0.332526292637921,0.112083303845017,2
1642,0.565559401057544,0.084354900804702,0.0833820490170852,0.266703649120668,3
1644,0.202446212584256,0.400047105001426,0.070356817429401,0.327149864984918,1
1650,0.186501618318675,0.177008325261945,0.179736653410804,0.456753403008576,1
1654,0.476515558013799,0.418616607440981,0.0484115074639261,0.0564563270812939,2
1662,0.133302623892927,0.150770700482198,0.594097964499601,0.121828711125274,3
1664,0.60125732618951,0.142374109993533,0.101121622124554,0.155246941692402,4
1665,0.105640287750607,0.247802042914311,0.526894647430072,0.119663021905009,4
1669,0.465921185192783,0.288177143959032,0.102344639644155,0.14355703120403,4
1671,0.423570776631549,0.044976194929346,0.338562175982103,0.192890852457002,4
1675,0.0793381322135979,0.165364042801597,0.38907271457441,0.366225110410395,2
1677,0.493830217270089,0.170984978204619,0.0616749313952513,0.273509873130041,1
1683,0.0385844037769257,0.563273387284287,0.313212079715286,0.0849301292235013,3
1688,0.574466147362753,0.156855697261435,0.10217007211296,0.166508083262851,1
1694,0.112059438252014,0.0562799937181878,0.349476645209462,0.482183922820336,3
1701,0.16682432622231,0.0723560186065484,0.17151857267624,0.589301082494901,4
1727,0.0179206462170806,0.244866053863265,0.402644062397957,0.334569237521698,3
1729,0.432474017372649,0.0679874882313026,0.0650212654834034,0.434517228912645,4
1731,0.32037703146697,0.404202953621825,0.249494206028763,0.0259258088824415,3
1736,0.229642838478914,0.374647272012284,0.153561203162422,0.242148686346379,1
1737,0.0568347262927885,0.612513349492103,0.29293314748601,0.0377187767290985,3
1738,0.443115599509144,0.135795656409036,0.343672466540296,0.077416277541524,3
